timestamp,direction,size,price,level,market_price,cost,commission,slippage,mr_z,trend_score,breakout_risk_down,breakout_risk_up,range_pos,funding_rate,vol_score,proceeds,matched_trades
2025-10-22 17:19:00+00:00,buy,0.025791924959291414,107991.93498785053,15,107981.1,2785.8769473920006,0.5570639766830635,0.0,-1.0593169995528753,-0.2348432993570292,0.0,0.0,0.10901111111111175,0.0,0.5698454904695615,,
2025-10-22 17:35:00+00:00,sell,0.025791924959291414,108207.91885782623,15,108178.8,,0.5581781046364297,0.0,-0.3163902990623099,-0.6143213764879256,0.0,0.0,0.1309777777777781,0.0,0.6564631824818155,2790.332345077512,1.0
2025-10-22 17:38:00+00:00,buy,0.020735899030207373,107991.93498785053,15,107982.0,2239.7577219567847,0.44786197199695754,0.0,-1.0467985790253371,-0.6789658253415379,0.0,0.0,0.10911111111111112,0.0,0.5944131974784765,,
2025-10-22 19:05:00+00:00,sell,0.020735899030207373,108207.91885782623,15,108231.2,,0.4487576959409514,0.0,0.28309539983982607,-0.5527907525838408,0.0,0.0,0.13679999999999967,0.0,0.8594077109497592,2243.339722008816,1.0
2025-10-22 19:45:00+00:00,buy,0.02846821731420519,107991.93498785053,15,107925.0,3074.9527409903308,0.6148675746831296,0.0,-0.8513018103749123,0.6141389731706438,0.0,0.0,0.10277777777777777,0.0,0.4382143238088165,,
2025-10-22 19:57:00+00:00,buy,0.02989880737778751,107776.38222340372,16,107805.3,3223.0297690307443,0.64447705839447,0.0,-1.283579173777075,0.5220895553028438,0.0,0.0,0.0894777777777781,0.0,0.7598371256620908,,
2025-10-22 20:02:00+00:00,sell,0.029893813748996446,107991.93498785053,16,108028.9,,0.6456581581841073,0.0,-0.3007646771412494,0.43205727086063495,0.0,0.0,0.11432222222222158,0.0,0.6983471737109302,3227.645132762352,1.0
2025-10-22 20:16:00+00:00,buy,0.028209486943026333,107776.38222340372,16,107748.8,3040.924510387142,0.6080632894195446,0.0,-1.4576799401661744,-0.1413358623956299,0.0,0.0,0.08320000000000033,0.0,0.4288074172638993,,
2025-10-22 22:49:00+00:00,buy,0.016615624777103506,107132.30196692017,19,107122.4,1780.4261450158915,0.3560140261979387,0.0,-1.056185139841973,-0.7525007819600632,0.5118638165596483,0.0,0.013599999999999354,0.0,0.5956645761104463,,
2025-10-22 23:01:00+00:00,buy,0.02342020927705122,107298.0,18,107416.3,2513.444203332044,0.5025883230018084,0.0,-0.2923536585652371,-0.7141571211131619,0.0,0.0,0.046255555555555876,0.0,0.4440226376948395,,
2025-10-22 23:11:00+00:00,buy,0.023075837745508414,107534.1,17,107550.2,2481.9357315980183,0.4962878887418553,0.0,0.08688391235559907,-0.654437238559044,0.0,0.0,0.06113333333333301,0.0,0.3046790732234967,,
2025-10-22 23:12:00+00:00,sell,0.0328671086851602,107561.25970399573,18,107514.7,,0.707045522600794,0.0,0.007887597185513415,-0.6394910270042997,0.0,0.0,0.05718888888888857,0.0,0.30377542440231675,3534.520567481369,0.0
2025-10-22 23:26:00+00:00,sell,0.03138445899837582,107776.38222340372,17,107840.5,,0.6765006897767389,0.0,0.978195837816043,0.0807238194354322,0.0,0.0,0.09338888888888888,0.0,0.4039051484716931,3381.826948193918,0.0
2025-10-23 00:00:00+00:00,buy,0.031337236944587885,107561.25970399573,17,107539.0,3371.346815938748,0.6741345362804935,0.0,0.34948730650687754,0.976970818765237,0.0,0.0,0.05988888888888889,0.0,0.054609653721310006,,
2025-10-23 00:19:00+00:00,sell,0.03138585458337619,107776.38222340372,17,107829.9,,0.676530771997224,0.0,1.4215114531986428,0.9701656240081631,0.0,0.0,0.09221111111111047,0.0,0.023818712935335096,3381.977329214123,1.0
2025-10-23 00:22:00+00:00,buy,0.031340402037979165,107561.25970399573,17,107618.6,3371.687325459281,0.6742026245669428,0.0,0.7096705697357545,0.9659503315029087,0.0,0.0,0.06873333333333398,0.0,0.14235277019862752,,
2025-10-23 00:34:00+00:00,sell,0.031387408043562215,107776.38222340372,17,107825.1,,0.6765642572609796,0.0,1.4125107047940157,0.8893163578627246,0.0,0.0,0.09167777777777843,0.0,0.18757065555125726,3382.1447220476366,1.0
2025-10-23 01:10:00+00:00,sell,0.029904688768344748,107991.93498785053,16,108094.1,,0.645893041060598,0.0,2.0552800038986705,0.9229828950935538,0.0,0.0,0.12156666666666731,0.0,0.08917964132589809,3228.8193122619296,1.0
2025-10-23 01:12:00+00:00,sell,0.02554248958943363,108424.33469554188,14,108306.1,,0.5538854880404293,0.0,2.6563971039241823,0.9400941716025757,0.0,0.0,0.14512222222222287,0.0,0.3570025856202486,2768.8735547141055,1.0
2025-10-23 01:13:00+00:00,buy,0.02700374134631213,108207.91885782623,14,108254.6,2922.603056189962,0.5844037304918941,0.0,2.4565772966827653,0.9461582891442867,0.0,0.0,0.13940000000000063,0.0,0.3915051157354582,,
2025-10-23 01:16:00+00:00,sell,0.026951665001996788,108424.33469554188,14,108481.3,,0.5844432693557244,0.0,2.9910397782408342,0.9646035049131358,0.0,0.0,0.1645888888888892,0.0,0.615714219098629,2921.6319035092665,1.0
2025-10-23 01:23:00+00:00,sell,5.207634431534172e-05,108258.5,15,108100.2,,0.0011275413842124844,0.0,1.6395819811325385,0.9841905657611466,0.0,0.0,0.12224444444444411,0.0,0.794438934285563,5.636579379678209,0.0
2025-10-23 01:27:00+00:00,buy,0.027004995212266316,108193.5,14,108194.6,2922.3493024882355,0.5843529898996672,0.0,1.8397015097345542,0.9894721151298415,0.0,0.0,0.13273333333333398,0.0,0.6028948424286471,,
2025-10-23 03:03:00+00:00,sell,0.026952769568496997,108424.33469554188,14,108446.6,,0.5844672217333069,0.0,1.6422025642863456,0.9251820078429472,0.0,0.0,0.16073333333333398,0.0,0.0,2921.7516414448014,1.0
2025-10-23 03:21:00+00:00,sell,5.22256437693186e-05,108641.18336493296,13,108649.9,,0.001134771148218842,0.0,2.022607186304491,0.9655526653762555,0.0,0.0,0.18332222222222158,0.0,0.0,5.672720969945992,0.0
2025-10-23 03:44:00+00:00,buy,0.025533904037194927,108424.33469554188,13,108438.7,2769.0502567241533,0.5536993114825342,0.0,0.9573151134890506,0.9830766335838875,0.0,0.0,0.15985555555555522,0.0,0.0,,
2025-10-23 04:39:00+00:00,sell,0.025484527722285752,108641.18336493296,13,108691.5,,0.5537338498491128,0.0,1.6419964638295714,0.564904116921676,0.0,0.0,0.18794444444444444,0.0,0.0,2768.1155153957143,1.0
2025-10-23 04:41:00+00:00,sell,4.9376314909175406e-05,108858.46573166283,12,108842.1,,0.0010750059768992527,0.0,2.2486457788236867,0.607591707522694,0.0,0.0,0.20467777777777843,0.0,0.0,5.373954878519364,0.0
2025-10-23 04:59:00+00:00,buy,0.02406828260032068,108641.18336493296,12,108639.9,2615.3296646011167,0.5229613406520929,0.0,1.1494964639817973,0.8914342453146754,0.0,0.0,0.18221111111111046,0.0,0.0,,
2025-10-23 05:51:00+00:00,sell,0.024021479527120488,108858.46573166283,12,108878.0,,0.5229882811853771,0.0,1.672611689229138,0.8839948445085151,0.0,0.0,0.20866666666666667,0.0,0.0,2614.4184176457,2.0
2025-10-23 06:14:00+00:00,sell,4.6803073200190476e-05,109076.18266312615,11,109076.0,,0.0010210201123159281,0.0,2.2095830874764415,0.9233315600053196,0.0,0.0,0.23066666666666666,0.0,0.0,5.104079541467325,0.0
2025-10-23 06:15:00+00:00,buy,0.01825941111312015,109076.1,8,109565.5,1992.0636855863079,0.39833307050316097,0.0,4.263878417777677,0.9350931392143597,0.0,0.0,0.28505555555555556,0.0,0.6747763057138424,,
2025-10-23 06:16:00+00:00,buy,0.016804768005334852,109564.4,7,109818.2,1841.5725645084385,0.36824086472874196,0.0,5.07533888544598,0.9491570025844479,0.0,0.0,0.313133333333333,0.0,0.9332844088113068,,
2025-10-23 06:17:00+00:00,buy,0.015359357001780025,109818.3,6,109983.9,1687.0758227235851,0.3373476950057159,0.0,5.393066211651344,0.9618004049848594,0.0,0.0,0.3315444444444438,0.0,1.0,,
