timestamp,direction,size,price,level,market_price,cost,commission,slippage,mr_z,trend_score,breakout_risk_down,breakout_risk_up,range_pos,funding_rate,vol_score
2025-11-14 14:36:00+00:00,buy,0.003550059704472712,95943.0,0,96101.4,340.6714989018706,0.06812067564524509,0.0,0.47229609001803446,-0.6104666347558897,0.0,0.0,0.1500999999999996,0.0,1.0
