timestamp,direction,size,price,level,market_price,cost,commission,slippage,mr_z,trend_score,breakout_risk_down,breakout_risk_up,range_pos,funding_rate,proceeds,matched_trades
2025-09-09 05:56:00+00:00,sell,0.5983480462223906,112095.65693397008,16,112112.7,,13.414443463291276,0.0,1.5911321097798714,0.86884237587044,0.0,0.0,0.3195437499999998,0.0,67058.80287299308,2.0
2025-09-09 06:03:00+00:00,sell,0.5983848092610446,112275.00998506443,15,112302.0,,13.436732086938935,0.0,2.0951826977481662,0.8783920570659352,0.0,0.0,0.331375,0.0,67170.22370260773,2.0
2025-09-09 06:04:00+00:00,sell,0.46828776287416485,112454.65000104054,14,112478.4,,10.532227294756897,0.0,2.648440107437088,0.8884695117482795,0.0,0.0,0.34239999999999965,0.0,52650.60424648972,1.0
2025-09-09 14:03:00+00:00,buy,0.5985594070698832,112275.00998506443,14,112197.6,67216.70405810646,13.440652681085078,0.0,-4.2297852337017305,0.16782034189285927,0.0,0.0,0.32485000000000036,0.0001,,
2025-09-09 14:07:00+00:00,buy,0.5949972910400054,112095.65693397008,15,112064.1,66709.9515355046,13.3393224426124,0.0,-4.789690910995412,-0.033664588033126684,0.0,0.0,0.3165062500000004,0.0001,,
2025-09-09 14:10:00+00:00,sell,0.5990873637441673,112275.00998506443,15,112287.5,,13.452507949260463,0.0,-2.887437359811241,-0.20803918419796416,0.0,0.0,0.33046875,0.0001,67249.08723835305,2.0
2025-09-09 14:12:00+00:00,sell,0.5944693343657214,112454.65000104054,14,112450.1,,13.37016818648975,0.0,-1.7168891546513643,-0.23645495124635033,0.0,0.0,0.3406312500000004,0.0001,66837.47076426225,2.0
2025-09-09 14:17:00+00:00,buy,0.5994495339613523,112275.00998506443,14,112284.4,67316.66305153526,13.46064048221061,0.0,-2.7905948474483306,-0.42208517582119803,0.0,0.0,0.33027499999999965,0.0001,,
2025-09-09 14:32:00+00:00,buy,0.5959690201396041,112095.65693397008,15,112090.1,66818.89993260833,13.361107764968672,0.0,-3.2556390254555114,-0.8607365288787591,0.0,0.0,0.31813125000000037,0.0001,,
2025-09-09 14:33:00+00:00,buy,0.5917581247909809,111916.59038934713,16,111887.5,66240.79717213273,13.245510332360075,0.0,-4.258828191558035,-0.8837245255103972,0.0,0.0,0.30546875,0.0001,,
2025-09-09 14:34:00+00:00,buy,0.5869267026942441,111737.8098935175,17,111695.3,65595.02070794391,13.116380865415701,0.0,-5.035029397998191,-0.9094734272838055,0.0,0.0,0.2934562500000002,0.0001,,
