inventory_capacity_threshold_pct,total_return,total_pnl,max_drawdown,total_trades,avg_holding_period_hours,output_dir
1.0,0.03715031866990408,3715.031866990408,-0.011886552258305847,234.0,14.650356125356126,run\results_lean_taogrid_capacity_sweep\pct_1.00
0.98,0.03666198671742924,3666.1986717429245,-0.011825031636195697,234.0,14.650356125356126,run\results_lean_taogrid_capacity_sweep\pct_0.98
0.95,0.035902067798490464,3590.206779849046,-0.011728653627745417,234.0,14.650356125356126,run\results_lean_taogrid_capacity_sweep\pct_0.95
0.9,0.0323508402251279,3235.0840225127904,-0.01155609327910718,200.0,9.650833333333335,run\results_lean_taogrid_capacity_sweep\pct_0.90
