segment,is_stress,start,end,days,support,resistance,total_return,annualized_return,max_drawdown,sharpe_ratio,total_trades,trades_per_day
A1_pre_range,False,2025-07-10T00:00:00+00:00,2025-07-15T00:00:00+00:00,5.0,107000.0,123000.0,0.009628671020933835,1.0128076501112733,-0.004414251827064447,22.481805305101393,26,5.2
A2_main_range_narrow,False,2025-07-15T00:00:00+00:00,2025-08-01T00:00:00+00:00,17.0,116000.0,123000.0,-0.0021930881433130708,-0.04604483067158094,-0.010208125852561771,-2.046332253771961,44,2.588235294117647
A3_range_wide,False,2025-08-01T00:00:00+00:00,2025-08-15T00:00:00+00:00,14.0,107000.0,123000.0,0.0028136887462926097,0.07600367442564226,-0.0032230285771587264,4.2586989907142545,44,3.142857142857143
B_mixed,False,2025-08-15T00:00:00+00:00,2025-10-09T00:00:00+00:00,55.0,107000.0,123000.0,0.007923024234630139,0.05376858487016145,-0.0033359247822427225,4.800664464692326,160,2.909090909090909
C_stress_1011,True,2025-10-09T00:00:00+00:00,2025-10-14T00:00:00+00:00,5.0,120000.0,126000.0,-0.0023113452156049608,-0.15542648607595655,-0.008078557659115073,-5.28123776215859,39,7.8
D_post_stress_rebalance,False,2025-10-14T00:00:00+00:00,2025-11-03T00:00:00+00:00,20.0,107000.0,116000.0,0.0018402580562775256,0.03412312471173595,-0.004810503675223032,1.9848022588163348,81,4.05
E_downtrend_range1,False,2025-11-03T00:00:00+00:00,2025-11-18T00:00:00+00:00,15.0,94000.0,108000.0,-0.00013260852549399715,-0.003221820186397828,-0.0002139622442666019,-6.538080880002688,0,0.0
F_downtrend_range2,False,2025-11-18T00:00:00+00:00,2025-12-15T00:00:00+00:00,27.0,80000.0,94000.0,0.011269548125534493,0.16357311953119202,-0.019989701440348177,1.9307117138732923,16,0.5925925925925926
