trial,range_top_band_start,range_buy_k,range_buy_floor,range_sell_k,range_sell_cap,sharpe_ratio,sortino_ratio,max_drawdown,total_return,total_trades,avg_holding_period_hours,output_dir
72,0.7,0.0,0.9,0.3,4.0,5.206312608551969,11.930538150816547,-0.1846345619515043,0.5504340844423673,298.0,1.84334451901566,run\results_lean_taogrid_range_pos_v2_sweep\trial_072
73,0.55,0.5,0.7,1.0,4.0,5.206312608551969,11.930538150816547,-0.1846345619515043,0.5504340844423673,298.0,1.84334451901566,run\results_lean_taogrid_range_pos_v2_sweep\trial_073
74,0.6,0.5,0.4,1.0,2.0,5.206312608551969,11.930538150816547,-0.1846345619515043,0.5504340844423673,298.0,1.84334451901566,run\results_lean_taogrid_range_pos_v2_sweep\trial_074
79,0.65,0.0,0.3,3.0,4.0,5.206312608551969,11.930538150816547,-0.1846345619515043,0.5504340844423673,298.0,1.84334451901566,run\results_lean_taogrid_range_pos_v2_sweep\trial_079
80,0.52,1.2,0.5,4.0,3.0,5.206312608551969,11.930538150816547,-0.1846345619515043,0.5504340844423673,298.0,1.84334451901566,run\results_lean_taogrid_range_pos_v2_sweep\trial_080
83,0.7,1.2,0.3,3.0,1.2,5.206312608551969,11.930538150816547,-0.1846345619515043,0.5504340844423673,298.0,1.84334451901566,run\results_lean_taogrid_range_pos_v2_sweep\trial_083
86,0.65,1.2,0.4,4.0,1.2,5.206312608551969,11.930538150816547,-0.1846345619515043,0.5504340844423673,298.0,1.84334451901566,run\results_lean_taogrid_range_pos_v2_sweep\trial_086
87,0.52,3.0,0.3,3.0,1.5,5.206312608551969,11.930538150816547,-0.1846345619515043,0.5504340844423673,298.0,1.84334451901566,run\results_lean_taogrid_range_pos_v2_sweep\trial_087
88,0.7,2.0,0.9,3.0,6.0,5.206312608551969,11.930538150816547,-0.1846345619515043,0.5504340844423673,298.0,1.84334451901566,run\results_lean_taogrid_range_pos_v2_sweep\trial_088
91,0.55,0.2,0.5,0.3,3.0,5.206312608551969,11.930538150816547,-0.1846345619515043,0.5504340844423673,298.0,1.84334451901566,run\results_lean_taogrid_range_pos_v2_sweep\trial_091
92,0.7,1.2,0.2,2.0,2.5,5.206312608551969,11.930538150816547,-0.1846345619515043,0.5504340844423673,298.0,1.84334451901566,run\results_lean_taogrid_range_pos_v2_sweep\trial_092
93,0.65,0.0,0.4,1.5,4.0,5.206312608551969,11.930538150816547,-0.1846345619515043,0.5504340844423673,298.0,1.84334451901566,run\results_lean_taogrid_range_pos_v2_sweep\trial_093
95,0.52,3.0,0.2,3.0,2.0,5.206312608551969,11.930538150816547,-0.1846345619515043,0.5504340844423673,298.0,1.84334451901566,run\results_lean_taogrid_range_pos_v2_sweep\trial_095
97,0.7,2.0,0.3,1.0,1.5,5.206312608551969,11.930538150816547,-0.1846345619515043,0.5504340844423673,298.0,1.84334451901566,run\results_lean_taogrid_range_pos_v2_sweep\trial_097
98,0.6,0.2,0.7,3.0,6.0,5.206312608551969,11.930538150816547,-0.1846345619515043,0.5504340844423673,298.0,1.84334451901566,run\results_lean_taogrid_range_pos_v2_sweep\trial_098
99,0.65,1.6,0.5,0.3,4.0,5.206312608551969,11.930538150816547,-0.1846345619515043,0.5504340844423673,298.0,1.84334451901566,run\results_lean_taogrid_range_pos_v2_sweep\trial_099
100,0.55,1.6,0.7,4.0,4.0,5.206312608551969,11.930538150816547,-0.1846345619515043,0.5504340844423673,298.0,1.84334451901566,run\results_lean_taogrid_range_pos_v2_sweep\trial_100
103,0.55,3.0,0.4,2.0,1.5,5.206312608551969,11.930538150816547,-0.1846345619515043,0.5504340844423673,298.0,1.84334451901566,run\results_lean_taogrid_range_pos_v2_sweep\trial_103
106,0.55,0.5,0.4,0.0,3.0,5.206312608551969,11.930538150816547,-0.1846345619515043,0.5504340844423673,298.0,1.84334451901566,run\results_lean_taogrid_range_pos_v2_sweep\trial_106
110,0.65,0.8,0.9,2.0,1.2,5.206312608551969,11.930538150816547,-0.1846345619515043,0.5504340844423673,298.0,1.84334451901566,run\results_lean_taogrid_range_pos_v2_sweep\trial_110
111,0.7,3.0,0.7,2.0,3.0,5.206312608551969,11.930538150816547,-0.1846345619515043,0.5504340844423673,298.0,1.84334451901566,run\results_lean_taogrid_range_pos_v2_sweep\trial_111
112,0.7,1.2,0.7,1.5,1.2,5.206312608551969,11.930538150816547,-0.1846345619515043,0.5504340844423673,298.0,1.84334451901566,run\results_lean_taogrid_range_pos_v2_sweep\trial_112
113,0.52,0.8,0.4,3.0,1.2,5.206312608551969,11.930538150816547,-0.1846345619515043,0.5504340844423673,298.0,1.84334451901566,run\results_lean_taogrid_range_pos_v2_sweep\trial_113
117,0.6,1.6,0.5,1.0,1.2,5.206312608551969,11.930538150816547,-0.1846345619515043,0.5504340844423673,298.0,1.84334451901566,run\results_lean_taogrid_range_pos_v2_sweep\trial_117
120,0.52,0.2,0.3,0.3,1.2,5.206312608551969,11.930538150816547,-0.1846345619515043,0.5504340844423673,298.0,1.84334451901566,run\results_lean_taogrid_range_pos_v2_sweep\trial_120
122,0.6,2.0,0.4,1.5,2.5,5.206312608551969,11.930538150816547,-0.1846345619515043,0.5504340844423673,298.0,1.84334451901566,run\results_lean_taogrid_range_pos_v2_sweep\trial_122
124,0.6,1.6,0.2,0.0,1.5,5.206312608551969,11.930538150816547,-0.1846345619515043,0.5504340844423673,298.0,1.84334451901566,run\results_lean_taogrid_range_pos_v2_sweep\trial_124
125,0.7,0.8,0.3,0.3,2.0,5.206312608551969,11.930538150816547,-0.1846345619515043,0.5504340844423673,298.0,1.84334451901566,run\results_lean_taogrid_range_pos_v2_sweep\trial_125
126,0.65,0.5,0.4,1.5,1.2,5.206312608551969,11.930538150816547,-0.1846345619515043,0.5504340844423673,298.0,1.84334451901566,run\results_lean_taogrid_range_pos_v2_sweep\trial_126
128,0.7,0.0,0.4,1.5,4.0,5.206312608551969,11.930538150816547,-0.1846345619515043,0.5504340844423673,298.0,1.84334451901566,run\results_lean_taogrid_range_pos_v2_sweep\trial_128
129,0.6,0.2,0.4,0.3,1.2,5.206312608551969,11.930538150816547,-0.1846345619515043,0.5504340844423673,298.0,1.84334451901566,run\results_lean_taogrid_range_pos_v2_sweep\trial_129
132,0.52,2.0,0.4,1.0,2.5,5.206312608551969,11.930538150816547,-0.1846345619515043,0.5504340844423673,298.0,1.84334451901566,run\results_lean_taogrid_range_pos_v2_sweep\trial_132
133,0.6,1.6,0.7,0.0,4.0,5.206312608551969,11.930538150816547,-0.1846345619515043,0.5504340844423673,298.0,1.84334451901566,run\results_lean_taogrid_range_pos_v2_sweep\trial_133
134,0.65,1.2,0.7,0.7,2.0,5.206312608551969,11.930538150816547,-0.1846345619515043,0.5504340844423673,298.0,1.84334451901566,run\results_lean_taogrid_range_pos_v2_sweep\trial_134
135,0.7,0.0,0.2,0.7,4.0,5.206312608551969,11.930538150816547,-0.1846345619515043,0.5504340844423673,298.0,1.84334451901566,run\results_lean_taogrid_range_pos_v2_sweep\trial_135
138,0.6,3.0,0.3,0.7,4.0,5.206312608551969,11.930538150816547,-0.1846345619515043,0.5504340844423673,298.0,1.84334451901566,run\results_lean_taogrid_range_pos_v2_sweep\trial_138
