timestamp,direction,size,price,level,market_price,cost,commission,slippage,leg,mr_z,trend_score,breakout_risk_down,breakout_risk_up,range_pos,funding_rate,vol_score,proceeds,matched_trades
2024-07-03 07:44:00+00:00,buy,0.06592634276356552,60920.00302936483,20,60888.0,4017.0362474715294,0.8032466001742711,0.0,,-1.2211456337432611,-0.6602936644905568,0.0,0.0,0.34914285714285714,0.0,0.0,,
2024-07-03 10:19:00+00:00,sell,0.47612560666336873,60100.0,-1,60100.0,,5.723029792093692,0.0,,,,,,,,,28609.425930676367,5.0
2024-07-03 12:01:00+00:00,buy,0.06244659638853674,60371.1,21,60346.1,3770.723709175036,0.753993943046398,0.0,,-0.5995839501906501,-0.7879008901852246,0.0,0.0,0.3104357142857142,0.0,0.0,,
2024-07-03 12:02:00+00:00,buy,0.06265005711239308,60346.1,22,60306.9,3781.442748832486,0.7561373223020368,0.0,,-0.7444009092886685,-0.7771005111299513,0.0,0.0,0.3076357142857144,0.0,0.0,,
2024-07-03 12:03:00+00:00,buy,0.06280003573149281,60306.9,23,60287.9,3788.032929950535,0.7574550949711129,0.0,,-0.8112763525446297,-0.7681961498434615,0.0,0.0,0.3062785714285715,0.0,0.0,,
2024-07-03 12:04:00+00:00,buy,0.06274974249776386,60287.9,24,60298.9,3783.806810771084,0.7566100401461876,0.0,,-0.7616124644374337,-0.7656384882381615,0.0,0.0,0.30706428571428585,0.0,0.0,,
2024-07-03 12:05:00+00:00,buy,0.0626724240386875,60298.9,25,60297.8,3779.834045512387,0.7558156459732829,0.0,,-0.7590974379670785,-0.7635099993307479,0.0,0.0,0.3069857142857145,0.0,0.0,,
2024-07-03 12:06:00+00:00,buy,0.06246104372761965,60297.8,26,60288.1,3767.0167751837603,0.7532527044958529,0.0,,-0.790144109836523,-0.7648263799132297,0.0,0.0,0.30629285714285703,0.0,0.0,,
2024-07-03 12:08:00+00:00,buy,0.0618827643702671,60242.04486442049,27,60239.3,3728.689856381498,0.7455888535055986,0.0,,-0.9660684776092674,-0.7751262607804397,0.0,0.0,0.30280714285714305,0.0,0.0,,
2024-07-03 12:15:00+00:00,sell,0.0618827643702671,60338.43213620356,27,60390.0,,0.7467817956712075,0.0,,-0.31104684208101746,-0.760268317026146,0.0,0.0,0.31357142857142856,0.0,0.0,3733.162196560366,1.0
2024-07-03 12:18:00+00:00,buy,0.06292219750079674,60242.04486442049,27,60184.3,3791.3199571798855,0.7581123689621847,0.0,,-1.1210877192027335,-0.7444388088407677,0.0,0.0,0.29887857142857166,0.0,0.0,,
