trial,breakout_band_atr_mult,breakout_band_pct,breakout_buy_k,breakout_buy_floor,breakout_block_threshold,sharpe_ratio,sortino_ratio,max_drawdown,total_return,total_trades,avg_holding_period_hours,output_dir
59,1.5,0.003,1.6,0.2,0.85,5.203889003270153,11.968595219498587,-0.1846345619515045,0.5543258142612246,298.0,1.8265659955257272,run\results_lean_taogrid_breakout_risk_sweep\trial_059
2,2.5,0.005,2.0,0.2,0.85,5.203889003270151,11.968595219498521,-0.1846345619515052,0.5526125762033753,295.0,1.8074576271186442,run\results_lean_taogrid_breakout_risk_sweep\trial_002
19,2.5,0.001,2.0,0.35,0.7,5.203889003270144,11.968595219498283,-0.18463456195150382,0.5559403875962132,301.0,1.935825027685493,run\results_lean_taogrid_breakout_risk_sweep\trial_019
75,0.8,0.002,0.9,0.9,0.95,5.2038890032701435,11.96859521949853,-0.18463456195150382,0.5662029825718399,302.0,1.8497240618101545,run\results_lean_taogrid_breakout_risk_sweep\trial_075
31,0.6,0.001,2.0,0.05,0.85,5.2038890032701435,11.968595219498589,-0.1846345619515041,0.5533109002306639,298.0,1.834228187919463,run\results_lean_taogrid_breakout_risk_sweep\trial_031
10,1.5,0.002,0.9,0.1,0.9,5.203889003270136,11.968595219498386,-0.18463456195150452,0.5567541555825923,297.0,1.8129629629629627,run\results_lean_taogrid_breakout_risk_sweep\trial_010
14,3.0,0.003,0.9,0.1,0.8,5.203889003270132,11.968595219498248,-0.18463456195150468,0.5602084340918506,299.0,1.820847268673356,run\results_lean_taogrid_breakout_risk_sweep\trial_014
49,1.0,0.003,0.2,0.2,0.85,5.203889003270128,11.968595219498393,-0.1846345619515036,0.5673283524031588,302.0,1.8497240618101545,run\results_lean_taogrid_breakout_risk_sweep\trial_049
32,2.5,0.0015,0.4,0.05,0.95,5.2038890032701275,11.968595219498305,-0.18463456195150352,0.5648064565782063,302.0,1.8497240618101545,run\results_lean_taogrid_breakout_risk_sweep\trial_032
20,2.0,0.0008,1.2,0.05,0.85,5.203889003270126,11.968595219498422,-0.18463456195150332,0.5555694278093206,298.0,1.834228187919463,run\results_lean_taogrid_breakout_risk_sweep\trial_020
88,0.8,0.001,1.6,0.1,0.995,5.203889003270126,11.968595219498344,-0.1846345619515031,0.5547765871559409,298.0,1.834228187919463,run\results_lean_taogrid_breakout_risk_sweep\trial_088
99,2.5,0.002,1.6,0.35,0.95,5.203889003270115,11.968595219498459,-0.1846345619515041,0.5554219458896503,297.0,1.8129629629629627,run\results_lean_taogrid_breakout_risk_sweep\trial_099
16,2.0,0.0015,1.6,0.05,0.85,5.203889003270115,11.968595219498205,-0.18463456195150438,0.5544838491614047,298.0,1.8265659955257272,run\results_lean_taogrid_breakout_risk_sweep\trial_016
39,1.0,0.003,2.0,0.05,0.7,5.203889003270103,11.968595219498459,-0.18463456195150293,0.5536190065170452,295.0,1.8219774011299437,run\results_lean_taogrid_breakout_risk_sweep\trial_039
112,2.0,0.0015,0.6,0.05,0.7,5.203889003270102,11.968595219498365,-0.18463456195150477,0.5636505129478686,300.0,1.8588333333333333,run\results_lean_taogrid_breakout_risk_sweep\trial_112
103,3.0,0.0015,0.6,0.1,0.85,5.203889003270101,11.968595219498345,-0.18463456195150463,0.5623407858243352,301.0,1.8326135105204873,run\results_lean_taogrid_breakout_risk_sweep\trial_103
136,0.6,0.0015,2.0,0.9,0.95,5.203889003270099,11.968595219498424,-0.1846345619515043,0.5667185888742515,302.0,1.8497240618101545,run\results_lean_taogrid_breakout_risk_sweep\trial_136
17,3.0,0.002,0.4,0.9,0.85,5.203889003270091,11.968595219498257,-0.18463456195150404,0.5668367684385297,302.0,1.8497240618101545,run\results_lean_taogrid_breakout_risk_sweep\trial_017
42,1.0,0.0015,0.6,0.5,0.7,5.203889003270091,11.968595219498344,-0.18463456195150407,0.5636512707943387,300.0,1.8588333333333333,run\results_lean_taogrid_breakout_risk_sweep\trial_042
45,1.2,0.0015,0.6,0.35,0.8,5.203889003270091,11.968595219498344,-0.18463456195150407,0.5636512707943387,300.0,1.8588333333333333,run\results_lean_taogrid_breakout_risk_sweep\trial_045
24,3.0,0.0008,0.4,0.2,0.9,5.20388900327009,11.968595219498313,-0.18463456195150377,0.5647604436799115,308.0,1.9009199134199135,run\results_lean_taogrid_breakout_risk_sweep\trial_024
65,2.0,0.002,0.2,0.7,0.85,5.203889003270085,11.968595219498264,-0.18463456195150432,0.5675946527271671,302.0,1.8497240618101545,run\results_lean_taogrid_breakout_risk_sweep\trial_065
95,1.2,0.002,0.2,0.2,0.98,5.203889003270085,11.968595219498264,-0.18463456195150432,0.5675946527271671,302.0,1.8497240618101545,run\results_lean_taogrid_breakout_risk_sweep\trial_095
98,3.0,0.001,1.6,0.2,0.95,5.203889003270083,11.968595219498233,-0.184634561951504,0.554994879656618,298.0,1.834228187919463,run\results_lean_taogrid_breakout_risk_sweep\trial_098
90,0.6,0.0015,1.2,0.1,0.85,5.203889003270078,11.96859521949824,-0.18463456195150363,0.5556802778637479,297.0,1.8129629629629627,run\results_lean_taogrid_breakout_risk_sweep\trial_090
134,2.0,0.0008,0.6,0.2,0.98,5.203889003270068,11.968595219498205,-0.18463456195150452,0.5625436374514015,304.0,1.8993969298245612,run\results_lean_taogrid_breakout_risk_sweep\trial_134
87,0.6,0.002,1.6,0.05,0.7,5.203889003270068,11.96859521949823,-0.18463456195150352,0.5567450514712441,299.0,1.8615942028985508,run\results_lean_taogrid_breakout_risk_sweep\trial_087
25,0.8,0.003,0.4,0.5,0.995,5.203889003270066,11.968595219498056,-0.18463456195150396,0.5639039746564114,302.0,1.8497240618101545,run\results_lean_taogrid_breakout_risk_sweep\trial_025
125,3.0,0.0008,0.6,0.9,0.85,5.203889003270065,11.96859521949816,-0.18463456195150407,0.5669610725354124,308.0,1.9009199134199135,run\results_lean_taogrid_breakout_risk_sweep\trial_125
61,1.0,0.002,1.2,0.9,0.95,5.203889003270061,11.96859521949803,-0.18463456195150427,0.5659898742257885,302.0,1.8497240618101545,run\results_lean_taogrid_breakout_risk_sweep\trial_061
96,0.6,0.0008,0.9,0.05,0.98,5.203889003270057,11.968595219497974,-0.1846345619515046,0.56011830239026,305.0,1.9364480874316936,run\results_lean_taogrid_breakout_risk_sweep\trial_096
13,1.0,0.002,1.6,0.9,0.7,5.2038890032700555,11.968595219497923,-0.18463456195150454,0.564542242144252,300.0,1.8588333333333333,run\results_lean_taogrid_breakout_risk_sweep\trial_013
11,0.6,0.0015,0.4,0.05,0.7,5.20388900327005,11.968595219498159,-0.1846345619515047,0.5652926098709344,300.0,1.8588333333333333,run\results_lean_taogrid_breakout_risk_sweep\trial_011
34,1.5,0.0015,0.4,0.35,0.8,5.20388900327005,11.968595219498159,-0.1846345619515047,0.5652926098709344,300.0,1.8588333333333333,run\results_lean_taogrid_breakout_risk_sweep\trial_034
107,1.0,0.0015,0.4,0.35,0.8,5.20388900327005,11.968595219498159,-0.1846345619515047,0.5652926098709344,300.0,1.8588333333333333,run\results_lean_taogrid_breakout_risk_sweep\trial_107
111,0.6,0.003,0.2,0.9,0.9,5.203889003270049,11.968595219498154,-0.1846345619515036,0.5678264622065018,302.0,1.8497240618101545,run\results_lean_taogrid_breakout_risk_sweep\trial_111
38,1.0,0.0008,2.0,0.35,0.98,5.203889003270046,11.968595219498093,-0.18463456195150402,0.5549603791964217,298.0,1.834228187919463,run\results_lean_taogrid_breakout_risk_sweep\trial_038
85,2.0,0.005,0.4,0.2,0.98,5.203889003270033,11.968595219498141,-0.18463456195150468,0.5637755473911902,301.0,1.8101328903654486,run\results_lean_taogrid_breakout_risk_sweep\trial_085
124,1.2,0.002,0.9,0.2,0.8,5.203889003270033,11.968595219498088,-0.1846345619515038,0.5607445688633691,299.0,1.8190078037904125,run\results_lean_taogrid_breakout_risk_sweep\trial_124
137,1.2,0.0008,0.4,0.5,0.9,5.203889003270028,11.968595219497914,-0.1846345619515039,0.5652802613040968,308.0,1.9009199134199135,run\results_lean_taogrid_breakout_risk_sweep\trial_137
4,1.0,0.002,2.0,0.5,0.7,5.203889003270028,11.968595219498095,-0.18463456195150396,0.5547266758854688,295.0,1.8219774011299437,run\results_lean_taogrid_breakout_risk_sweep\trial_004
128,2.5,0.0015,1.6,0.7,0.95,5.203889003270027,11.968595219497995,-0.1846345619515039,0.5611965609586984,301.0,1.8326135105204873,run\results_lean_taogrid_breakout_risk_sweep\trial_128
60,1.0,0.0008,0.9,0.5,0.9,5.203889003270024,11.968595219497983,-0.18463456195150477,0.561330405194395,303.0,1.8775027502750274,run\results_lean_taogrid_breakout_risk_sweep\trial_060
