variant,sharpe_ratio,sortino_ratio,max_drawdown,total_return,total_trades,avg_holding_period_hours,sharpe_annualization_days
off,5.188091141861569,12.28371408946171,-0.18463456195150427,0.5971105240217398,302,1.8195916114790287,365
on,4.280634784669584,5.257800701438936,-0.09517995508567088,0.21923160567348474,308,15.85806277056277,365
