segment,is_stress,start,end,days,support,resistance,total_return,annualized_return,max_drawdown,sharpe_ratio,total_trades,trades_per_day
A1_pre_range,False,2025-07-10T00:00:00+00:00,2025-07-15T00:00:00+00:00,5.0,107000.0,123000.0,0.004616951872528589,0.3997054621322882,-0.0020894362500266973,22.488537467826138,37,7.4
A2_main_range_narrow,False,2025-07-15T00:00:00+00:00,2025-08-01T00:00:00+00:00,17.0,116000.0,123000.0,-0.0006674018864094979,-0.01423204811278278,-0.004130716917254541,-2.054037637056749,75,4.411764705882353
A3_range_wide,False,2025-08-01T00:00:00+00:00,2025-08-15T00:00:00+00:00,14.0,107000.0,123000.0,0.0003246888023946667,0.008499645555783752,-0.0008412699738222664,8.18204534984702,136,9.714285714285714
B_mixed,False,2025-08-15T00:00:00+00:00,2025-10-09T00:00:00+00:00,55.0,107000.0,123000.0,0.003510048209852539,0.023525632998795842,-0.0048190612424241445,2.783329372137408,428,7.781818181818182
C_stress_1011,True,2025-10-09T00:00:00+00:00,2025-10-14T00:00:00+00:00,5.0,120000.0,126000.0,-0.002257794133816642,-0.1521108032689502,-0.0071540711958979685,-5.48895394669224,76,15.2
D_post_stress_rebalance,False,2025-10-14T00:00:00+00:00,2025-11-03T00:00:00+00:00,20.0,107000.0,116000.0,0.002554220753057889,0.047655801241649254,-0.0028977400289684095,6.713718718305671,558,27.9
E_downtrend_range1,False,2025-11-03T00:00:00+00:00,2025-11-18T00:00:00+00:00,15.0,94000.0,108000.0,-0.0001063430687537766,-0.002584473423470235,-0.00017158491742971294,-6.538099034952801,0,0.0
F_downtrend_range2,False,2025-11-18T00:00:00+00:00,2025-12-15T00:00:00+00:00,27.0,80000.0,94000.0,0.009106910897138587,0.1303809945820893,-0.019906519383741557,1.6170869797377163,26,0.9629629629629629
