Equity,DrawdownPct,DrawdownDuration
200000.0,0.0,
200000.0,0.0,
200000.0,0.0,
200000.0,0.0,
200000.0,0.0,
200000.0,0.0,
200000.0,0.0,
200000.0,0.0,
200000.0,0.0,
200000.0,0.0,
200000.0,0.0,
200000.0,0.0,
200000.0,0.0,
200000.0,0.0,
200000.0,0.0,
200000.0,0.0,
200000.0,0.0,
200000.0,0.0,
200000.0,0.0,
200000.0,0.0,
200000.0,0.0,
200000.0,0.0,
200000.0,0.0,
200000.0,0.0,
200000.0,0.0,
200000.0,0.0,
200000.0,0.0,
200000.0,0.0,
200000.0,0.0,
200000.0,0.0,
200000.0,0.0,
200000.0,0.0,
200000.0,0.0,
200000.0,0.0,
200000.0,0.0,
200000.0,0.0,
200000.0,0.0,
200000.0,0.0,
200000.0,0.0,
200000.0,0.0,
200000.0,0.0,
199525.212,0.002373940000000019,
199546.412,0.0022679399999999683,
199601.212,0.001993939999999972,
199678.412,0.0016079399999999744,
199678.412,0.0016079399999999744,
199715.212,0.0014239400000000124,
199654.712,0.0017264399999999958,
199587.312,0.0020634400000000275,
200557.212,0.0,0 days 02:15:00
200208.412,0.0017391546109046807,
200422.312,0.0006726260235407899,
200281.11200000002,0.0013766645300193892,
200231.312,0.0016249727284800564,
200306.312,0.001251014598268374,
200376.212,0.0009024856209109977,
200390.712,0.0008301870490701191,
200600.012,0.0,0 days 02:00:00
201227.312,0.0,
201181.212,0.00022909415000293976,
201618.412,0.0,0 days 00:30:00
201527.012,0.00045333161338467765,
201381.312,0.001175983867981345,
201466.212,0.0007548913737105423,
201275.312,0.00170172950275993,
201514.912,0.000513345973580992,
201724.812,0.0,0 days 01:30:00
201596.012,0.0006384935929448776,
201685.212,0.0001963070363402153,
201579.812,0.0007188010169021375,
201747.312,0.0,0 days 01:00:00
201448.312,0.0014820519640925678,
201413.312,0.0016555363077154217,
201395.812,0.0017422784795269042,
201370.712,0.0018666915373821702,
201581.012,0.0008242984669853959,
201330.212,0.002067437706431474,
201276.712,0.002332620917397943,
201506.912,0.0011915896059125908,
201387.912,0.0017814363742303385,
201543.312,0.0010111658885447738,
201504.412,0.001203981344742755,
201413.312,0.0016555363077154217,
201314.812,0.002143770817625512,
201444.312,0.001501878746220875,
201374.412,0.0018483517639134028,
201569.212,0.0008827874742638464,
201464.412,0.0014022491660260483,
201464.412,0.0014022491660260483,
201464.412,0.0014022491660260483,
201464.412,0.0014022491660260483,
201464.412,0.0014022491660260483,
201464.412,0.0014022491660260483,
201464.412,0.0014022491660260483,
201464.412,0.0014022491660260483,
201464.412,0.0014022491660260483,
201464.412,0.0014022491660260483,
201464.412,0.0014022491660260483,
201464.412,0.0014022491660260483,
201464.412,0.0014022491660260483,
201464.412,0.0014022491660260483,
201464.412,0.0014022491660260483,
201158.42,0.002918958345278888,
201297.72,0.002228490657659954,
201094.82,0.0032342041811194155,
200998.92,0.003709551282646051,
201246.52000000002,0.0024822734689025072,
201163.42,0.0028941748676185597,
201488.82,0.0012812661414789428,
201490.82,0.0012713527504147892,
201507.92,0.0011865932568161375,
201379.72,0.0018220416240292137,
201617.82,0.0006418524178404272,
201766.72,0.0,0 days 10:45:00
201835.82,0.0,
201890.72,0.0,
201891.32,0.0,
201579.22,0.0015458812196582628,
201646.02000000002,0.0012150101351557918,
201496.82,0.0019540215993436583,
201712.72,0.0008846343666484291,
201557.02000000002,0.001655841370495681,
201521.72,0.0018306879166474221,
201593.22,0.0014765369803912964,
201826.82,0.00031947881662275357,
201811.92,0.00039328089984247416,
201868.22,0.00011441799479050552,
201867.52000000002,0.0001178852067537095,
202088.82,0.0,0 days 03:00:00
202163.92,0.0,
202242.42,0.0,
202158.82,0.0004133653068432164,
202092.72,0.0007402007946701872,
202350.82,0.0,0 days 00:45:00
202285.92,0.0003207301062579937,
202653.22,0.0,0 days 00:30:00
202472.52000000002,0.0008916710033030073,
202458.12,0.0009627283494434424,
202254.12,0.001969374086432052,
202159.62,0.0024356879204782134,
202058.72,0.002933582797253309,
201741.32,0.00449980513509729,
201832.02000000002,0.004052242545171447,
201633.82,0.005030267962186752,
201742.72,0.004492896782000266,
201782.82,0.004295021811151045,
201968.42,0.0033791715720085103,
201862.92,0.003899765323245208,
201862.92,0.003899765323245208,
201862.92,0.003899765323245208,
201862.92,0.003899765323245208,
201862.92,0.003899765323245208,
201862.92,0.003899765323245208,
201862.92,0.003899765323245208,
201862.92,0.003899765323245208,
201862.92,0.003899765323245208,
201862.92,0.003899765323245208,
201862.92,0.003899765323245208,
201862.92,0.003899765323245208,
201862.92,0.003899765323245208,
201862.92,0.003899765323245208,
201862.92,0.003899765323245208,
201862.92,0.003899765323245208,
201862.92,0.003899765323245208,
201862.92,0.003899765323245208,
201862.92,0.003899765323245208,
201862.92,0.003899765323245208,
201862.92,0.003899765323245208,
201862.92,0.003899765323245208,
201862.92,0.003899765323245208,
201862.92,0.003899765323245208,
201862.92,0.003899765323245208,
201862.92,0.003899765323245208,
201862.92,0.003899765323245208,
201862.92,0.003899765323245208,
201862.92,0.003899765323245208,
201862.92,0.003899765323245208,
201862.92,0.003899765323245208,
201709.82,0.00465524307977927,
201777.72000000003,0.004320187954575672,
201821.12,0.0041060290085694895,
201476.62,0.005805977324219169,
201554.52000000002,0.005421576819751417,
201413.22000000003,0.0061188270287536595,
201393.52000000002,0.006216037425904153,
201078.52000000002,0.007770416872724617,
201026.52000000002,0.008027012844898263,
201025.92,0.008029973567654114,
200854.22000000003,0.00887723372961935,
200800.62,0.00914172496247534,
200800.72000000003,0.009141231508682512,
200800.72000000003,0.009141231508682512,
200800.72000000003,0.009141231508682512,
200800.72000000003,0.009141231508682512,
200800.72000000003,0.009141231508682512,
200800.72000000003,0.009141231508682512,
200800.72000000003,0.009141231508682512,
200800.72000000003,0.009141231508682512,
200800.72000000003,0.009141231508682512,
200800.72000000003,0.009141231508682512,
200800.72000000003,0.009141231508682512,
200800.72000000003,0.009141231508682512,
200800.72000000003,0.009141231508682512,
200800.72000000003,0.009141231508682512,
200800.72000000003,0.009141231508682512,
200800.72000000003,0.009141231508682512,
200800.72000000003,0.009141231508682512,
200800.72000000003,0.009141231508682512,
200800.72000000003,0.009141231508682512,
200800.72000000003,0.009141231508682512,
200800.72000000003,0.009141231508682512,
200800.72000000003,0.009141231508682512,
200800.72000000003,0.009141231508682512,
200800.72000000003,0.009141231508682512,
200800.72000000003,0.009141231508682512,
200800.72000000003,0.009141231508682512,
200800.72000000003,0.009141231508682512,
200800.72000000003,0.009141231508682512,
200800.72000000003,0.009141231508682512,
200800.72000000003,0.009141231508682512,
200800.72000000003,0.009141231508682512,
200800.72000000003,0.009141231508682512,
200800.72000000003,0.009141231508682512,
200800.72000000003,0.009141231508682512,
200800.72000000003,0.009141231508682512,
200800.72000000003,0.009141231508682512,
200800.72000000003,0.009141231508682512,
200800.72000000003,0.009141231508682512,
200800.72000000003,0.009141231508682512,
200800.72000000003,0.009141231508682512,
200800.72000000003,0.009141231508682512,
200800.72000000003,0.009141231508682512,
200800.72000000003,0.009141231508682512,
200800.72000000003,0.009141231508682512,
200800.72000000003,0.009141231508682512,
200800.72000000003,0.009141231508682512,
200800.72000000003,0.009141231508682512,
200585.14400000003,0.010204999456707275,
200640.24400000004,0.009933106416961768,
200653.24400000004,0.009868957423918356,
200589.94400000002,0.010181313674660464,
200455.34400000004,0.010845502479555735,
200695.14400000003,0.009662200284801692,
200740.64400000003,0.009437678809149808,
200705.34400000004,0.009611867997952217,
200765.14400000003,0.009316782629952614,
200755.04400000005,0.009366621463009261,
200813.54400000005,0.009077950994314077,
200743.24400000004,0.009424849010541081,
200775.04400000005,0.009267930704481064,
200729.04400000005,0.009494919449096084,
200564.94400000002,0.010304677122820904,
