timestamp,direction,size,price,level,market_price,cost,commission,slippage,mr_z,trend_score,breakout_risk_down,breakout_risk_up,range_pos,funding_rate,proceeds,matched_trades
2025-09-03 00:46:00+00:00,buy,0.5542528840732001,111381.10522118035,19,111379.9,61745.64545985979,12.346659760019955,0.0,,,0.0,0.0,0.2737437499999996,0.0,,
2025-09-03 01:07:00+00:00,buy,0.5498394004494296,111203.1801329676,20,111190.4,61156.1186703593,12.228777978476165,0.0,,,0.0,0.0,0.26189999999999963,0.0,,
2025-09-03 01:23:00+00:00,buy,0.5446676971735879,111025.53927013537,21,110988.1,60484.11920668072,12.094404960344075,0.0,,,0.0,0.0,0.24925625000000037,0.0,,
2025-09-03 02:00:00+00:00,sell,0.5618140799798353,111203.1801329676,21,111270.0,,12.495102467447019,0.0,,,0.0,0.0,0.266875,0.0,62463.01723476765,1.0
2025-09-03 02:02:00+00:00,sell,0.5616227732657222,111381.10522118035,20,111350.0,,12.510833040744103,0.0,,,0.0,0.0,0.271875,0.0,62541.65437067977,1.0
2025-09-03 02:05:00+00:00,buy,0.550625067816286,111203.1801329676,20,111165.9,61243.504853822364,12.24625172042039,0.0,,,0.0,0.0,0.26036874999999965,0.0,,
2025-09-03 02:10:00+00:00,buy,0.5469372611716332,111025.53927013537,21,111088.0,60736.14916938515,12.144800873702291,0.0,,,0.0,0.0,0.2555,0.0,,
2025-09-03 02:17:00+00:00,sell,0.5613757417780376,111203.1801329676,21,111188.1,,12.485353547044284,0.0,,,0.0,0.0,0.26175625000000036,0.0,62414.28238167437,1.0
2025-09-03 02:26:00+00:00,sell,0.5629171393129916,111381.10522118035,20,111389.9,,12.53966662492523,0.0,,,0.0,0.0,0.27436874999999966,0.0,62685.79345800123,1.0
2025-09-03 02:40:00+00:00,buy,0.5525529419394889,111203.1801329676,20,111268.0,61457.93346436527,12.289128867099635,0.0,,,0.0,0.0,0.26675,0.0,,
2025-09-03 02:45:00+00:00,sell,0.563524359420393,111381.10522118035,20,111406.0,,12.55319319426021,0.0,,,0.0,0.0,0.275375,0.0,62753.41277810679,1.0
2025-09-03 03:11:00+00:00,buy,0.5520527475985049,111203.1801329676,20,111158.0,61402.29913832305,12.278004226819245,0.0,,0.7029865061168645,0.0,0.0,0.259875,0.0,,
2025-09-03 03:14:00+00:00,buy,0.5482264924406773,111025.53927013537,21,111070.0,60879.31539379407,12.173428393080199,0.0,,0.6700232188534276,0.0,0.0,0.254375,0.0,,
2025-09-03 04:15:00+00:00,buy,0.5426001698247195,110848.18217864953,22,110861.9,60158.27172339166,12.029248494979337,0.0,-1.6870015871314108,-0.8858956816657049,0.0,0.0,0.24136874999999963,0.0,,
2025-09-03 04:24:00+00:00,sell,0.5624596788460442,111025.53927013537,22,111076.0,,12.489477832317842,0.0,-0.5373877196976494,-0.8837095459555334,0.0,0.0,0.25475,0.0,62434.899683756885,1.0
2025-09-03 05:16:00+00:00,buy,0.5429762446330894,110848.18217864953,22,110850.6,60199.967269704415,12.037585936753532,0.0,-1.573813528780486,-0.5882486398922446,0.0,0.0,0.24066250000000036,0.0,,
2025-09-03 05:56:00+00:00,buy,0.537165467020838,110671.1084052012,23,110671.9,59460.58737172013,11.88973952643874,0.0,-2.0015170614599653,-0.8884758735267115,0.0,0.0,0.22949374999999964,0.0,,
2025-09-03 06:36:00+00:00,sell,0.5593978837183357,110848.18217864953,23,110815.6,,12.401647704952214,0.0,-0.7639453531849444,-0.8425864930315897,0.0,0.0,0.23847500000000035,0.0,61995.83687705612,1.0
2025-09-03 06:58:00+00:00,buy,0.5379795645342849,110671.1084052012,23,110685.9,59550.70246529805,11.907758941271355,0.0,-1.328610371890993,-0.7118140598848486,0.0,0.0,0.23036874999999962,0.0,,
2025-09-03 07:31:00+00:00,sell,0.5610560101828638,110848.18217864953,23,110875.1,,12.438407765835267,0.0,0.16049634656918876,-0.5338417134107886,0.0,0.0,0.24219375000000037,0.0,62179.6004214105,1.0
2025-09-03 07:54:00+00:00,sell,0.5627144285808003,111025.53927013537,22,111026.6,,12.495134577653888,0.0,1.2955120489654306,0.0895392931345737,0.0,0.0,0.25166250000000034,0.0,62463.17775369178,1.0
2025-09-03 08:05:00+00:00,sell,0.5645530301711719,111203.1801329676,21,111217.9,,12.556018461747502,0.0,2.5581033231260344,0.5720936399180527,0.0,0.0,0.2636187499999996,0.0,62767.53629027576,1.0
2025-09-03 08:37:00+00:00,buy,0.5500383338060176,111025.53927013537,21,111002.3,61080.516290585845,12.213660526011967,0.0,0.7767336653057818,0.9548331433218369,0.0,0.0,0.25014375000000016,0.0,,
2025-09-03 09:18:00+00:00,sell,0.5656529736564134,111203.1801329676,21,111265.2,,12.580481904452585,0.0,2.2463821292948176,0.4468101549349608,0.0,0.0,0.26657499999999984,0.0,62889.82904035847,1.0
2025-09-03 10:19:00+00:00,sell,0.5659065979900092,111381.10522118035,20,111390.0,,12.606260467217085,0.0,1.9474792406161503,0.8805851648388449,0.0,0.0,0.274375,0.0,63018.6960756182,1.0
2025-09-03 11:04:00+00:00,sell,0.5672245993383324,111559.31498953424,19,111672.1,,12.655837549479475,0.0,2.4355232433619767,0.939433811412196,0.0,0.0,0.29200625000000036,0.0,63266.531909847894,1.0
2025-09-03 12:37:00+00:00,sell,0.5664786619651139,111737.8098935175,18,111788.9,,12.659417007878412,0.0,2.0718837802645873,0.6722006061850477,0.0,0.0,0.29930624999999966,0.0,63284.42562238418,1.0
2025-09-03 12:41:00+00:00,buy,0.564610833579409,111559.31498953424,18,111549.6,63000.19534935474,12.597519565957757,0.0,0.8991753724868767,0.6795835644599095,0.0,0.0,0.2843500000000004,0.0,,
2025-09-03 12:43:00+00:00,buy,0.560803228553162,111381.10522118035,19,111334.8,62475.37598453896,12.492576681571478,0.0,-0.1277549617031839,0.6344556088791796,0.0,0.0,0.2709250000000002,0.0,,
2025-09-03 12:45:00+00:00,buy,0.557258745920711,111203.1801329676,20,111245.9,61981.3384922331,12.393788940658489,0.0,-0.562320090556461,0.560995814359375,0.0,0.0,0.26536874999999965,0.0,,
2025-09-03 13:15:00+00:00,sell,0.5670871706706427,111381.10522118035,20,111382.2,,12.632559165209663,0.0,-0.054144838461819125,-0.6116934926065556,0.0,0.0,0.27388749999999984,0.0,63150.1632668831,1.0
