timestamp,equity,cash,holdings,holdings_value
2025-09-26 00:00:00+00:00,100000.0,100000.0,0.0,0.0
2025-09-26 00:01:00+00:00,100000.0,100000.0,0.0,0.0
2025-09-26 00:02:00+00:00,100069.55297645173,37541.08987933212,0.572920814378619,62528.4630971196
2025-09-26 00:03:00+00:00,100087.59998210464,37541.08987933212,0.572920814378619,62546.510102772525
2025-09-26 00:04:00+00:00,100074.48009545536,37541.08987933212,0.572920814378619,62533.390216123255
2025-09-26 00:05:00+00:00,100079.34992237759,37541.08987933212,0.572920814378619,62538.26004304547
2025-09-26 00:06:00+00:00,100119.19024820122,-24592.29329771096,1.1419660293725826,124711.48354591218
2025-09-26 00:07:00+00:00,100157.68592514085,37992.734537163895,0.5690676619185001,62164.95138797695
2025-09-26 00:08:00+00:00,100195.52892465843,37992.734537163895,0.5690676619185001,62202.794387494534
2025-09-26 00:09:00+00:00,100151.1416470288,37992.734537163895,0.5690676619185001,62158.40710986489
2025-09-26 00:10:00+00:00,100181.0746060457,37992.734537163895,0.5690676619185001,62188.34006888181
2025-09-26 00:11:00+00:00,100189.61062097448,37992.734537163895,0.5690676619185001,62196.87608381058
2025-09-26 00:12:00+00:00,100190.35040893496,37992.734537163895,0.5690676619185001,62197.61587177107
2025-09-26 00:13:00+00:00,100194.61841639935,37992.734537163895,0.5690676619185001,62201.88387923546
2025-09-26 00:14:00+00:00,100194.67532316555,37992.734537163895,0.5690676619185001,62201.94078600166
2025-09-26 00:15:00+00:00,100202.81299073098,37992.734537163895,0.5690676619185001,62210.07845356709
2025-09-26 00:16:00+00:00,100152.05215528785,37992.734537163895,0.5690676619185001,62159.31761812396
2025-09-26 00:17:00+00:00,100178.11545420371,37992.734537163895,0.5690676619185001,62185.38091703982
2025-09-26 00:18:00+00:00,100188.35867211825,37992.734537163895,0.5690676619185001,62195.624134954356
2025-09-26 00:19:00+00:00,100171.91261668882,37992.734537163895,0.5690676619185001,62179.178079524914
2025-09-26 00:20:00+00:00,100243.159887961,37992.734537163895,0.5690676619185001,62250.42535079711
2025-09-26 00:21:00+00:00,100192.85430664741,37992.734537163895,0.5690676619185001,62200.119769483514
2025-09-26 00:22:00+00:00,100171.969523455,37992.734537163895,0.5690676619185001,62179.23498629111
2025-09-26 00:23:00+00:00,100156.4908830508,37992.734537163895,0.5690676619185001,62163.75634588692
2025-09-26 00:24:00+00:00,100180.50553838379,37992.734537163895,0.5690676619185001,62187.77100121989
2025-09-26 00:25:00+00:00,100156.4908830508,37992.734537163895,0.5690676619185001,62163.75634588692
2025-09-26 00:26:00+00:00,100171.34354902689,37992.734537163895,0.5690676619185001,62178.609011862995
2025-09-26 00:27:00+00:00,100176.57897151654,37992.734537163895,0.5690676619185001,62183.84443435264
2025-09-26 00:28:00+00:00,100223.7546806896,37992.734537163895,0.5690676619185001,62231.0201435257
2025-09-26 00:29:00+00:00,100197.00850057942,37992.734537163895,0.5690676619185001,62204.27396341552
2025-09-26 00:30:00+00:00,100157.17376424512,37992.734537163895,0.5690676619185001,62164.43922708123
2025-09-26 00:31:00+00:00,100146.64601249964,37992.734537163895,0.5690676619185001,62153.911475335735
2025-09-26 00:32:00+00:00,100090.02378013874,37992.734537163895,0.5690676619185001,62097.289242974846
2025-09-26 00:33:00+00:00,100084.90217118147,37992.734537163895,0.5690676619185001,62092.167634017576
2025-09-26 00:34:00+00:00,100082.5120870014,37992.734537163895,0.5690676619185001,62089.77754983751
2025-09-26 00:35:00+00:00,100059.94022769778,-24176.938218119707,1.1388464988648601,124236.87844581748
2025-09-26 00:36:00+00:00,100210.15408089804,-24176.938218119707,1.1388464988648601,124387.09229901775
2025-09-26 00:37:00+00:00,100156.02500689904,38358.904973264405,0.5663983637256693,61797.12003363464
2025-09-26 00:38:00+00:00,100128.99692669154,-23857.616586410804,1.1366065652817425,123986.61351310235
2025-09-26 00:39:00+00:00,100201.85340752611,-23857.616586410804,1.1366065652817425,124059.46999393692
2025-09-26 00:40:00+00:00,100129.45156931767,-23857.616586410804,1.1366065652817425,123987.06815572847
2025-09-26 00:41:00+00:00,100148.5465596144,-23857.616586410804,1.1366065652817425,124006.16314602521
2025-09-26 00:42:00+00:00,99967.48513376502,-23857.616586410804,1.1366065652817425,123825.10172017582
2025-09-26 00:43:00+00:00,99897.5256765056,-85545.51021444534,1.7028745260877036,185443.03589095094
2025-09-26 00:44:00+00:00,99744.26696915769,-85545.51021444534,1.7028745260877036,185289.77718360303
2025-09-26 00:45:00+00:00,99952.0176613404,-85545.51021444534,1.7028745260877036,185497.52787578574
2025-09-26 00:46:00+00:00,99967.34353207519,-85545.51021444534,1.7028745260877036,185512.85374652053
2025-09-26 00:47:00+00:00,99842.69311676557,-85545.51021444534,1.7028745260877036,185388.2033312109
2025-09-26 00:48:00+00:00,99972.45215565343,-85545.51021444534,1.7028745260877036,185517.96237009877
2025-09-26 00:49:00+00:00,100025.41155341479,-85545.51021444534,1.7028745260877036,185570.92176786013
2025-09-26 00:50:00+00:00,100182.7655090316,-22944.235467812287,1.1289105603508653,123127.00097684388
2025-09-26 00:51:00+00:00,100450.63745115005,39869.94503914728,0.5539145475608817,60580.692412002776
2025-09-26 00:52:00+00:00,100486.531113832,39869.94503914728,0.5539145475608817,60616.586074684725
2025-09-26 00:53:00+00:00,100451.56299169078,-22557.177351179445,1.1242597124372695,123008.74034287022
2025-09-26 00:54:00+00:00,100494.68964262237,40264.26892901487,0.550115819565532,60230.42071360749
2025-09-26 00:55:00+00:00,100532.70264575433,40264.26892901487,0.550115819565532,60268.43371673946
2025-09-26 00:56:00+00:00,100515.1539511102,40264.26892901487,0.550115819565532,60250.88502209533
2025-09-26 00:57:00+00:00,100493.71566290132,-22139.09367158061,1.1197696898856142,122632.80933448192
2025-09-26 00:58:00+00:00,100413.42817613651,-22139.09367158061,1.1197696898856142,122552.52184771711
2025-09-26 00:59:00+00:00,100444.44579654635,-22139.09367158061,1.1197696898856142,122583.53946812695
2025-09-26 01:00:00+00:00,100518.12664214079,-22139.09367158061,1.1197696898856142,122657.22031372141
2025-09-26 01:01:00+00:00,100546.88991699023,40668.81207671929,0.5466665130473888,59878.07784027094
