timestamp,equity
2025-10-09 00:00:00+00:00,100000.0
2025-10-09 00:01:00+00:00,100000.0
2025-10-09 00:02:00+00:00,100000.0
2025-10-09 00:03:00+00:00,100000.0
2025-10-09 00:04:00+00:00,100000.0
2025-10-09 00:05:00+00:00,100000.0
2025-10-09 00:06:00+00:00,100000.0
2025-10-09 00:07:00+00:00,100000.0
2025-10-09 00:08:00+00:00,100000.0
2025-10-09 00:09:00+00:00,100000.0
2025-10-09 00:10:00+00:00,100000.0
2025-10-09 00:11:00+00:00,100000.0
2025-10-09 00:12:00+00:00,100000.0
2025-10-09 00:13:00+00:00,100000.0
2025-10-09 00:14:00+00:00,100000.0
2025-10-09 00:15:00+00:00,100000.0
2025-10-09 00:16:00+00:00,100000.0
2025-10-09 00:17:00+00:00,100000.0
2025-10-09 00:18:00+00:00,100000.0
2025-10-09 00:19:00+00:00,100000.0
2025-10-09 00:20:00+00:00,100000.0
2025-10-09 00:21:00+00:00,100000.0
2025-10-09 00:22:00+00:00,100000.0
2025-10-09 00:23:00+00:00,100000.0
2025-10-09 00:24:00+00:00,100000.0
2025-10-09 00:25:00+00:00,100000.0
2025-10-09 00:26:00+00:00,100000.0
2025-10-09 00:27:00+00:00,100000.0
2025-10-09 00:28:00+00:00,100000.0
2025-10-09 00:29:00+00:00,100000.0
2025-10-09 00:30:00+00:00,100000.0
2025-10-09 00:31:00+00:00,100000.0
2025-10-09 00:32:00+00:00,100000.0
2025-10-09 00:33:00+00:00,100000.0
2025-10-09 00:34:00+00:00,100000.0
2025-10-09 00:35:00+00:00,100000.0
2025-10-09 00:36:00+00:00,100000.0
2025-10-09 00:37:00+00:00,100000.0
2025-10-09 00:38:00+00:00,100000.0
2025-10-09 00:39:00+00:00,100000.0
2025-10-09 00:40:00+00:00,100000.0
2025-10-09 00:41:00+00:00,100000.0
2025-10-09 00:42:00+00:00,100000.0
2025-10-09 00:43:00+00:00,100000.0
2025-10-09 00:44:00+00:00,100000.0
2025-10-09 00:45:00+00:00,100000.0
2025-10-09 00:46:00+00:00,100000.0
2025-10-09 00:47:00+00:00,100000.0
2025-10-09 00:48:00+00:00,100000.0
2025-10-09 00:49:00+00:00,100000.0
2025-10-09 00:50:00+00:00,100000.0
2025-10-09 00:51:00+00:00,100000.0
2025-10-09 00:52:00+00:00,100000.0
2025-10-09 00:53:00+00:00,100000.0
2025-10-09 00:54:00+00:00,100000.0
2025-10-09 00:55:00+00:00,100000.0
2025-10-09 00:56:00+00:00,100000.0
2025-10-09 00:57:00+00:00,100000.0
2025-10-09 00:58:00+00:00,100000.0
2025-10-09 00:59:00+00:00,100000.0
2025-10-09 01:00:00+00:00,100000.0
2025-10-09 01:01:00+00:00,100000.0
2025-10-09 01:02:00+00:00,100000.0
2025-10-09 01:03:00+00:00,99999.60078048782
2025-10-09 01:04:00+00:00,99999.43141236529
2025-10-09 01:05:00+00:00,99999.32001588203
2025-10-09 01:06:00+00:00,99999.51609642655
2025-10-09 01:07:00+00:00,99999.23874191719
2025-10-09 01:08:00+00:00,99999.1102949518
2025-10-09 01:09:00+00:00,99999.09608621668
2025-10-09 01:10:00+00:00,99999.36491548497
2025-10-09 01:11:00+00:00,99999.45414634146
2025-10-09 01:12:00+00:00,99999.63772319909
2025-10-09 01:13:00+00:00,99999.49279410097
2025-10-09 01:14:00+00:00,99999.1125683494
2025-10-09 01:15:00+00:00,99998.91591945548
2025-10-09 01:16:00+00:00,99999.28193647193
2025-10-09 01:17:00+00:00,99999.9213295519
2025-10-09 01:18:00+00:00,99999.27568462848
2025-10-09 01:19:00+00:00,99998.94661032331
2025-10-09 01:20:00+00:00,99999.49279410097
2025-10-09 01:21:00+00:00,99999.27397958026
2025-10-09 01:22:00+00:00,99999.20975609757
2025-10-09 01:23:00+00:00,99999.13587067499
2025-10-09 01:24:00+00:00,99999.20918774816
2025-10-09 01:25:00+00:00,99999.30978559275
2025-10-09 01:26:00+00:00,99999.34615995463
2025-10-09 01:27:00+00:00,99998.9318332388
2025-10-09 01:28:00+00:00,99998.79486103234
2025-10-09 01:29:00+00:00,99998.60105388543
2025-10-09 01:30:00+00:00,99998.41406693138
2025-10-09 01:31:00+00:00,99998.04846004667
2025-10-09 01:32:00+00:00,99997.50077251715
