inventory_skew_k,total_return,total_pnl,max_drawdown,total_trades,avg_holding_period_hours,output_dir
0.0,0.10549427410090051,10549.427410090051,-0.028433911972996776,558.0,5.670609318996417,run\results_lean_taogrid_inventory_skew_sweep\k_0.0
0.5,0.058695966867283275,5869.596686728328,-0.013517709356021899,387.0,11.400473729543497,run\results_lean_taogrid_inventory_skew_sweep\k_0.5
1.0,0.03715031866990408,3715.031866990408,-0.011886552258305847,234.0,14.650356125356126,run\results_lean_taogrid_inventory_skew_sweep\k_1.0
1.5,0.02365183496030688,2365.183496030688,-0.010481709314452308,207.0,9.364653784219003,run\results_lean_taogrid_inventory_skew_sweep\k_1.5
2.0,0.01599142873082921,1599.1428730829211,-0.009269233384505565,91.0,2.0446886446886445,run\results_lean_taogrid_inventory_skew_sweep\k_2.0
