Equity,DrawdownPct,DrawdownDuration
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
1000000.0,0.0,
