Size,EntryBar,ExitBar,EntryPrice,ExitPrice,PnL,ReturnPct,EntryTime,ExitTime,Duration
-6,254,256,121592.6856,123100.0,-9043.886400000018,-0.012396423292751146,2025-10-03 15:30:00+00:00,2025-10-03 16:00:00+00:00,0 days 00:30:00
-5,285,394,122153.6241,123673.9,-7601.379499999966,-0.012445606188117964,2025-10-03 23:15:00+00:00,2025-10-05 02:30:00+00:00,1 days 03:15:00
-5,395,402,123909.966,124300.0,-1950.1699999999983,-0.0031477209831531905,2025-10-05 02:45:00+00:00,2025-10-05 04:30:00+00:00,0 days 01:45:00
-1,394,402,123550.2261,124300.0,-749.7739000000001,-0.006068575701295265,2025-10-05 02:30:00+00:00,2025-10-05 04:30:00+00:00,0 days 02:00:00
-6,425,481,122898.5784,123668.7,-4620.7295999999915,-0.006266318211537669,2025-10-05 10:15:00+00:00,2025-10-06 00:15:00+00:00,0 days 14:00:00
-6,482,526,123583.3929,124289.0,-4233.642599999963,-0.005709562453678041,2025-10-06 00:30:00+00:00,2025-10-06 11:30:00+00:00,0 days 11:00:00
-5,527,536,124098.5772,124980.7,-4410.613999999987,-0.007108242655984309,2025-10-06 11:45:00+00:00,2025-10-06 14:00:00+00:00,0 days 02:15:00
