segment,is_stress,start,end,days,support,resistance,total_return,annualized_return,max_drawdown,sharpe_ratio,total_trades,trades_per_day
A1_pre_range,False,2025-07-10T00:00:00+00:00,2025-07-15T00:00:00+00:00,5.0,107000.0,123000.0,0.011189581856871956,1.2530914189534772,-0.0051791283687221785,22.479579617057404,26,5.2
A2_main_range_narrow,False,2025-07-15T00:00:00+00:00,2025-08-01T00:00:00+00:00,17.0,116000.0,123000.0,-0.0034968611725908704,-0.07245247393070942,-0.01563097638486196,-2.0394290955516676,44,2.588235294117647
A3_range_wide,False,2025-08-01T00:00:00+00:00,2025-08-15T00:00:00+00:00,14.0,107000.0,123000.0,0.0043210986993223195,0.11897659545863726,-0.004905313766080287,4.223222906482182,41,2.9285714285714284
B_mixed,False,2025-08-15T00:00:00+00:00,2025-10-09T00:00:00+00:00,55.0,107000.0,123000.0,0.008439834634879517,0.05735951460784072,-0.0035689493755550064,4.806342475276753,161,2.9272727272727272
C_stress_1011,True,2025-10-09T00:00:00+00:00,2025-10-14T00:00:00+00:00,5.0,120000.0,126000.0,-0.003120051573491801,-0.20397112846066334,-0.01063856722412952,-5.283071825597391,38,7.6
D_post_stress_rebalance,False,2025-10-14T00:00:00+00:00,2025-11-03T00:00:00+00:00,20.0,107000.0,116000.0,0.0024063254377913834,0.04483887448227142,-0.007181259792284113,1.8558499719176254,73,3.65
E_downtrend_range1,False,2025-11-03T00:00:00+00:00,2025-11-18T00:00:00+00:00,15.0,94000.0,108000.0,-0.00030917156224735665,-0.007496100932425698,-0.0004988119540366364,-6.537958830581964,0,0.0
F_downtrend_range2,False,2025-11-18T00:00:00+00:00,2025-12-15T00:00:00+00:00,27.0,80000.0,94000.0,0.015458126380739413,0.23044054521750157,-0.028504629906881674,1.8584375664926955,15,0.5555555555555556
