timestamp,direction,size,price,level,market_price,proceeds,commission,slippage,matched_trades,mr_z,trend_score,breakout_risk_down,breakout_risk_up,range_pos,funding_rate,vol_score
2025-10-19 11:00:00+00:00,sell,0.5830206466731219,108048.6939239314,39,108092.6,62982.020479835955,12.59892388074334,0.0,2,,0.9999363390155734,0.0,0.0,0.06828750000000036,-1.67838206472e-05,0.0
2025-10-19 11:11:00+00:00,sell,0.582262600558619,108221.5718342097,38,108202.7,63000.77117795779,12.602674770545667,0.0,2,,0.9999562952841757,0.0,0.0,0.07516874999999981,-1.67838206472e-05,0.0
2025-10-19 11:18:00+00:00,sell,0.5525732655631025,108152.2,39,108035.0,59750.06192896741,11.952402866366755,0.0,1,,0.9999675292378879,0.0,0.0,0.0646875,-1.67838206472e-05,0.0
2025-10-19 14:20:00+00:00,sell,0.5810933445199685,108420.6,37,108396.8,62989.88857104793,12.600497813772341,0.0,1,3.0284349029648205,0.960433225531133,0.0,0.0,0.08730000000000018,-1.67838206472e-05,0.0
2025-10-19 15:03:00+00:00,sell,0.5808096320688269,108448.9,37,108441.6,62975.568074127536,12.5976331414538,0.0,1,1.8479599958113746,0.9983667424047524,0.0,0.0,0.09010000000000036,-1.67838206472e-05,0.0
2025-10-19 16:43:00+00:00,sell,0.5795914337430756,108760.3,35,108718.3,63023.93090368476,12.607307642265408,0.0,1,1.576006473030396,0.5918592294947427,0.0,0.0,0.10739375000000018,-1.02925571337e-05,0.0
2025-10-19 16:45:00+00:00,sell,0.579100700481731,108915.8539511035,34,108800.5,63060.63266718662,12.61464946332999,0.0,1,1.7594219853774522,0.663723007683988,0.0,0.0,0.11253125,-1.02925571337e-05,0.0
2025-10-19 17:11:00+00:00,sell,0.5786866488911963,109093.5,33,109103.5,63118.32574042556,12.626190386162344,0.0,1,2.3185811377451175,0.9345438679176739,0.0,0.0,0.13146875,-1.02925571337e-05,0.0
2025-10-19 17:16:00+00:00,sell,0.5778449039423695,109341.4,32,109249.5,63169.734305768216,12.63647415598484,0.0,1,2.610418252978298,0.974473509851943,0.0,0.0,0.14059375,-1.02925571337e-05,0.0
2025-10-19 18:56:00+00:00,sell,0.5774472062940135,109439.9,31,109442.0,63183.125359193786,12.63915290241924,0.0,1,1.6856837476704571,0.9874906512585011,0.0,0.0,0.152625,-1.02925571337e-05,0.0
2025-10-20 03:59:00+00:00,sell,0.5778200701600583,110171.1,27,110144.0,63646.34091706448,12.73181454632216,0.0,2,3.3037948790749265,0.9997441452716326,0.0,0.0,0.1965,1.22179358928e-05,0.0
2025-10-20 04:00:00+00:00,sell,0.5780362329428733,110317.80900280118,26,110259.9,63754.93720434209,12.753538148498118,0.0,2,3.4219390962091314,0.9998124779014177,0.0,0.0,0.20374374999999964,1.22179358928e-05,0.0
2025-10-20 04:08:00+00:00,sell,0.5768000206299003,110317.80900280118,26,110183.9,63618.58824575939,12.726262901732225,0.0,2,2.7057277536189495,0.9999834556344895,0.0,0.0,0.19899374999999964,1.22179358928e-05,0.0
2025-10-20 04:09:00+00:00,sell,0.5782747867370407,110183.9,27,110213.0,63703.82796010055,12.743314254871084,0.0,2,2.696968369964264,0.9999877994300608,0.0,0.0,0.2008125,1.22179358928e-05,0.0
2025-10-20 05:14:00+00:00,sell,0.5469663198326079,110494.31749720567,25,110538.1,60424.58286982155,12.087334040772465,0.0,1,1.5993115998519625,0.999994554556315,0.0,0.0,0.22113125000000036,1.22179358928e-05,0.0
