timestamp,direction,size,price,level,market_price,cost,commission,slippage,mr_z,trend_score,breakout_risk_down,breakout_risk_up,range_pos,funding_rate,proceeds,matched_trades
2025-09-10 13:08:00+00:00,sell,0.5707294670614372,113720.20379035409,7,113705.0,,12.980694260677366,0.0,3.2470422830518513,0.999793805877499,0.0,0.0,0.4190625,0.0001,64890.49060912615,0.0
2025-09-10 13:22:00+00:00,buy,0.5681480704218418,113538.54212295735,7,113522.3,64519.60496639236,12.901340725133446,0.0,2.08074969951433,0.9999798169099536,0.0,0.0,0.4076437500000002,0.0001,,
2025-09-10 13:40:00+00:00,sell,0.5716429856232058,113720.20379035409,7,113789.9,,13.001471364079485,0.0,2.16439115257165,0.9999641968628422,0.0,0.0,0.42436874999999963,0.0001,64994.35534903334,1.0
2025-09-10 13:42:00+00:00,buy,0.5677747084934169,113812.4,5,113906.1,64632.72619338275,12.923960446587234,0.0,2.3178327286814637,0.9999649619960544,0.0,0.0,0.43163125000000035,0.0001,,
2025-09-10 13:45:00+00:00,buy,0.5642330470137181,113991.4,4,114028.3,64330.57849835062,12.86354299107191,0.0,2.4269917163619636,0.999969141754181,0.0,0.0,0.4392687500000002,0.0001,,
2025-09-10 13:46:00+00:00,sell,0.5717051642993676,114084.39956620493,5,114131.9,,13.044528079598377,0.0,2.569275738182417,0.9999723930414878,0.0,0.0,0.44574374999999966,0.0001,65209.595869912286,0.0
2025-09-10 13:49:00+00:00,buy,0.5640436278266863,114194.3,3,114261.9,64423.44936257879,12.882113449825793,0.0,2.651876693820024,0.9999821510109674,0.0,0.0,0.45386874999999965,0.0001,,
2025-09-10 13:50:00+00:00,sell,0.5699950184285582,114266.93460551086,4,114096.0,,13.026316699248603,0.0,2.3273559379223756,0.9999838867989467,0.0,0.0,0.4435,0.0001,65118.557179543765,0.0
2025-09-10 13:51:00+00:00,buy,0.5641355617875704,114084.39956620493,4,113953.9,64371.938653846766,12.871813368095735,0.0,2.056254891031632,0.9999847653174359,0.0,0.0,0.4346187499999996,0.0001,,
2025-09-10 13:52:00+00:00,sell,0.5710414789149517,113953.9,6,113957.9,,13.014480716825304,0.0,2.03610155722887,0.9999853151973502,0.0,0.0,0.43486874999999964,0.0001,65059.38910340969,0.0
2025-09-10 13:53:00+00:00,buy,0.564277489070451,113902.15611641866,5,113906.1,64285.277137613855,12.854484530616649,0.0,1.9248540956677045,0.9999854599776398,0.0,0.0,0.43163125000000035,0.0001,,
2025-09-10 14:06:00+00:00,sell,0.571505049373927,114084.39956620493,5,114114.1,,13.039962081375753,0.0,1.9618643840725731,0.999979011581259,0.0,0.0,0.44463125000000037,0.0001,65186.77044479739,1.0
2025-09-10 14:25:00+00:00,sell,0.5770802047579079,114266.93460551086,4,114260.0,,13.188237203841338,0.0,1.8045732190184784,0.9999502993629266,0.0,0.0,0.45375,0.0001,65927.99778200284,1.0
2025-09-10 14:28:00+00:00,buy,0.5689223475431477,114084.39956620493,4,114075.9,64918.14545213962,12.981032883851155,0.0,1.4945003784197828,0.9999473909838101,0.0,0.0,0.44224374999999966,0.0001,,
2025-09-10 14:54:00+00:00,buy,0.5647800784415258,113902.15611641866,5,113821.9,64342.53459982306,12.865933733217968,0.0,0.8570908441064278,0.9992613213262435,0.0,0.0,0.42636874999999963,0.0001,,
2025-09-10 15:10:00+00:00,sell,0.5722058922531533,114084.39956620493,5,114096.4,,13.05595312918911,0.0,1.1119023865755997,0.9936714666805497,0.0,0.0,0.4435249999999996,0.0001,65266.70969281636,1.0
2025-09-10 15:19:00+00:00,buy,0.5653047005620705,113902.15611641866,5,113830.1,64402.30214161761,12.877884851353253,0.0,0.661948318585659,0.9850426112374534,0.0,0.0,0.4268812500000004,0.0001,,
2025-09-10 15:31:00+00:00,buy,0.5617093947742945,113720.20379035409,6,113750.8,63890.48238605817,12.775541368937846,0.0,0.4662929479540999,0.8975659478997897,0.0,0.0,0.42192500000000016,0.0001,,
2025-09-10 15:54:00+00:00,sell,0.5726578902383183,113902.15611641866,6,113927.1,,13.045393683044773,0.0,0.6102093965705184,0.5279154309227952,0.0,0.0,0.43294375000000035,0.0001,65213.92302154082,1.0
2025-09-10 16:12:00+00:00,buy,0.5619308896437073,113720.20379035409,6,113718.5,63915.67586543464,12.780579057275474,0.0,0.03267886405885472,0.10016512442295697,0.0,0.0,0.41990625,0.0001,,
2025-09-10 17:10:00+00:00,sell,0.5727820186471859,113902.15611641866,6,113901.8,,13.048221381725838,0.0,0.277797381924098,-0.5593683206087169,0.0,0.0,0.4313625000000002,0.0001,65228.05868724747,1.0
2025-09-10 17:17:00+00:00,sell,0.5730866264736849,114084.39956620493,5,114054.4,,13.076048736134462,0.0,1.0837965355130639,-0.30886714230359436,0.0,0.0,0.4408999999999996,0.0001,65367.16763193617,1.0
