entry_timestamp,exit_timestamp,entry_price,exit_price,entry_level,exit_level,size,pnl,return_pct,holding_period,direction
2025-01-20 06:40:00+00:00,2025-01-27 06:46:00+00:00,103483.6,98729.1,39,-3,0.09433221945084272,444.6875028206032,0.04555366705448989,168.1,short
2025-01-27 09:29:00+00:00,2025-01-27 09:33:00+00:00,98834.79866869887,99000.0,0,0,0.02996861769907041,3.765088451365955,0.0012709010531654296,0.06666666666666667,
2025-01-27 10:36:00+00:00,2025-01-27 10:38:00+00:00,98669.87300891151,98834.79866869887,1,1,0.03802965580201842,4.769859137996718,0.0012709010531656928,0.03333333333333333,
2025-01-27 10:34:00+00:00,2025-01-27 10:46:00+00:00,98834.79866869887,99000.0,0,0,0.03811225421523173,4.788209107347029,0.0012709010531654107,0.2,
2025-01-27 10:51:00+00:00,2025-01-27 11:03:00+00:00,98505.22256062478,98669.87300891151,2,2,0.029682374349005506,3.716691242979323,0.001270901053165612,0.2,
2025-01-27 10:49:00+00:00,2025-01-27 11:04:00+00:00,98834.79866869887,98834.79866869887,0,1,0.02838793073685987,-1.1222861675996683,-0.0003999200159968943,0.25,
2025-01-27 10:49:00+00:00,2025-01-27 11:18:00+00:00,98834.79866869887,99000.0,0,0,0.03153357473824936,3.961700845514315,0.0012709010531658008,0.48333333333333334,
2025-01-27 11:58:00+00:00,2025-01-27 12:05:00+00:00,98834.79866869887,99000.0,0,0,0.032839395753915236,4.125756848196488,0.0012709010531656332,0.11666666666666667,
2025-02-02 15:27:00+00:00,2025-02-02 15:33:00+00:00,98834.79866869887,99000.0,0,0,0.03812282085545601,4.789536640551432,0.0012709010531654764,0.1,
2025-02-02 16:36:00+00:00,2025-02-02 16:38:00+00:00,98669.87300891151,98834.79866869887,1,1,0.038042673573969406,4.771491888468972,0.001270901053165508,0.03333333333333333,
2025-02-02 16:48:00+00:00,2025-02-02 16:51:00+00:00,98340.84686459317,98505.22256062478,3,3,0.027350063249626026,3.418935193321431,0.0012709010531653275,0.05,
2025-02-02 16:46:00+00:00,2025-02-02 19:47:00+00:00,98505.22256062478,98669.87300891151,2,2,0.02989733151668094,3.7436071969832483,0.0012709010531654996,3.0166666666666666,
2025-02-02 19:55:00+00:00,2025-02-02 20:01:00+00:00,98176.7454623375,98340.84686459317,4,4,0.03781326036471933,4.719014872728621,0.00127090105316564,0.1,
2025-02-02 19:52:00+00:00,2025-02-02 20:03:00+00:00,98340.84686459317,98505.22256062478,3,3,0.037902718460196466,4.738085498500823,0.0012709010531654628,0.18333333333333332,
2025-02-02 20:12:00+00:00,2025-02-02 20:15:00+00:00,98340.84686459317,98505.22256062478,3,3,0.03790961971639418,4.738948200260893,0.0012709010531655705,0.05,
2025-02-02 20:48:00+00:00,2025-02-02 20:51:00+00:00,97686.08244490268,97849.36370906132,7,7,0.037547573014701005,4.662438899643348,0.0012709010531653988,0.05,
2025-02-02 21:00:00+00:00,2025-02-02 21:02:00+00:00,97686.08244490268,97849.36370906132,7,7,0.0375424448169082,4.661802109913424,0.0012709010531653615,0.03333333333333333,
2025-02-02 21:16:00+00:00,2025-02-02 22:11:00+00:00,97523.07364824117,97686.08244490268,8,8,0.030517321997147413,3.7831398014291153,0.0012709010531652518,0.9166666666666666,
2025-02-02 22:56:00+00:00,2025-02-02 22:57:00+00:00,97523.07364824117,97686.08244490268,8,8,0.025621775385991124,3.176253743860343,0.001270901053165399,0.016666666666666666,
2025-02-02 21:06:00+00:00,2025-02-02 22:58:00+00:00,97686.08244490268,97849.36370906132,7,7,0.037544174934942644,4.662016945892901,0.0012709010531653678,1.8666666666666667,
2025-02-02 20:42:00+00:00,2025-02-02 22:59:00+00:00,97849.36370906132,98012.91789614366,6,6,0.03764516741700664,4.68237107812547,0.0012709010531653272,2.283333333333333,
2025-02-02 23:01:00+00:00,2025-02-02 23:05:00+00:00,97360.33686441019,97523.07364824117,9,9,0.030259655732085135,3.7449380716711858,0.0012709010531655692,0.06666666666666667,
2025-02-02 23:02:00+00:00,2025-02-02 23:06:00+00:00,97197.87163950183,97360.33686441019,10,10,0.03070343846965068,3.7935198397190106,0.0012709010531656293,0.06666666666666667,
2025-02-02 23:07:00+00:00,2025-02-02 23:08:00+00:00,97360.33686441019,97558.3,9,9,0.030652900864062246,4.90496929805613,0.0016432378119334988,0.016666666666666666,
2025-02-02 23:09:00+00:00,2025-02-02 23:12:00+00:00,97360.33686441019,97523.07364824117,9,9,0.030312411811416105,5.450419402540319,0.0018475259476479979,0.05,
2025-02-02 23:00:00+00:00,2025-02-02 23:14:00+00:00,97523.07364824117,97686.08244490268,8,8,0.030523007283932584,3.7838445891798074,0.0012709010531653398,0.23333333333333334,
2025-01-27 10:52:00+00:00,2025-02-02 23:15:00+00:00,98566.8,97849.36370906132,1,7,0.02838793073685987,-21.48170142547133,-0.007675690090765672,156.38333333333333,
2025-02-02 16:28:00+00:00,2025-02-02 23:15:00+00:00,98834.79866869887,97849.36370906132,0,7,0.0022193312911568917,-2.274308104531542,-0.01036645890453805,6.783333333333333,
2025-02-02 23:18:00+00:00,2025-02-02 23:19:00+00:00,97523.07364824117,97686.08244490268,8,8,0.031193529759414772,3.8669672257269667,0.001270901053165468,0.016666666666666666,
2025-02-02 23:25:00+00:00,2025-02-02 23:29:00+00:00,96873.75405460734,97035.67752036564,12,12,0.029682800744060968,3.655186965924713,0.001270901053165532,0.06666666666666667,
2025-02-02 23:26:00+00:00,2025-02-02 23:30:00+00:00,96712.10079058754,97022.8,13,13,0.028373551531282355,7.7162505907954255,0.002811414988008159,0.06666666666666667,
2025-02-02 23:28:00+00:00,2025-02-02 23:31:00+00:00,96550.71727742054,96814.2,14,14,0.026616712647191215,5.983696226553093,0.0023279452758588055,0.05,
2025-02-02 23:24:00+00:00,2025-02-02 23:32:00+00:00,97035.67752036564,97197.87163950183,11,11,0.030529031190315296,3.7656769058930877,0.0012709010531655762,0.13333333333333333,
2025-02-02 16:28:00+00:00,2025-02-02 23:33:00+00:00,98834.79866869887,97382.0,0,10,0.026989814342361224,-40.269937338396176,-0.01509330417818828,7.083333333333333,
2025-02-02 23:34:00+00:00,2025-02-02 23:36:00+00:00,97197.87163950183,97360.33686441019,10,10,0.028010407931368476,4.03712152529306,0.001482861912544744,0.03333333333333333,
2025-02-02 23:21:00+00:00,2025-02-02 23:37:00+00:00,97360.33686441019,97523.07364824117,9,9,0.031450198626828664,3.8922797814370824,0.0012709010531656792,0.26666666666666666,
2025-02-02 23:40:00+00:00,2025-02-02 23:41:00+00:00,97360.33686441019,97523.07364824117,9,9,0.0362715703977602,4.488973242277552,0.0012709010531654474,0.016666666666666666,
2025-02-02 23:42:00+00:00,2025-02-02 23:43:00+00:00,97360.33686441019,97523.07364824117,9,9,0.03749348334308463,4.640197312694454,0.0012709010531655122,0.016666666666666666,
2025-02-02 23:44:00+00:00,2025-02-02 23:46:00+00:00,97360.33686441019,97523.07364824117,9,9,0.03747759750334693,4.638231279552656,0.001270901053165562,0.03333333333333333,
2025-02-02 23:20:00+00:00,2025-02-02 23:47:00+00:00,97523.07364824117,97686.08244490268,8,8,0.031538700077375824,3.9097569426057817,0.0012709010531655421,0.45,
2025-02-02 23:50:00+00:00,2025-02-02 23:51:00+00:00,97360.33686441019,97523.07364824117,9,9,0.037478424846861945,4.638333671669898,0.0012709010531654686,0.016666666666666666,
2025-02-02 23:49:00+00:00,2025-02-02 23:56:00+00:00,97523.07364824117,97686.08244490268,8,8,0.037554205773357864,4.655480929341138,0.0012709010531655506,0.11666666666666667,
2025-02-03 00:04:00+00:00,2025-02-03 00:06:00+00:00,97360.33686441019,97523.07364824117,9,9,0.0374606317739192,4.636131599153032,0.0012709010531656304,0.03333333333333333,
