funding_gate_minutes,sharpe_ratio,sortino_ratio,max_drawdown,total_return,total_trades,avg_holding_period_hours,output_dir
180,1.5499851863548766,0.0,-0.12007360062731358,0.03235934105346925,308.0,23.546969696969697,run\results_lean_taogrid_funding_gate_sweep_2025-09-09_to_2025-10-09\gate_180
120,1.1916947236060658,0.5500368518885428,-0.14775750753413314,0.024180488262548608,360.0,20.353194444444444,run\results_lean_taogrid_funding_gate_sweep_2025-09-09_to_2025-10-09\gate_120
