segment,is_stress,start,end,days,support,resistance,total_return,annualized_return,max_drawdown,sharpe_ratio,total_trades,trades_per_day
A1_pre_range,False,2025-07-10T00:00:00+00:00,2025-07-15T00:00:00+00:00,5.0,107000.0,123000.0,0.004327586139949417,0.370577497326956,-0.001851564667045048,22.48922352870763,18,3.6
A2_main_range_narrow,False,2025-07-15T00:00:00+00:00,2025-08-01T00:00:00+00:00,17.0,116000.0,123000.0,0.0020736354417732216,0.045479963364035036,-0.0025161650505786306,16.80307496051475,125,7.352941176470588
A3_range_wide,False,2025-08-01T00:00:00+00:00,2025-08-15T00:00:00+00:00,14.0,107000.0,123000.0,0.0004017365327356674,0.010526762594387451,-0.0011674913247725742,5.4498874474069945,47,3.357142857142857
B_mixed,False,2025-08-15T00:00:00+00:00,2025-10-09T00:00:00+00:00,55.0,107000.0,123000.0,0.02435681743325753,0.17316305045705227,-0.01439293468765128,3.795469117614762,177,3.2181818181818183
C_stress_1011,True,2025-10-09T00:00:00+00:00,2025-10-14T00:00:00+00:00,5.0,120000.0,126000.0,-0.0028950568048571584,-0.19074860138602157,-0.009212164341504863,-5.327684585383898,25,5.0
D_post_stress_rebalance,False,2025-10-14T00:00:00+00:00,2025-11-03T00:00:00+00:00,20.0,107000.0,116000.0,0.006432987544842908,0.12414867014876063,-0.0020336495288303435,10.565409197143081,242,12.1
E_downtrend_range1,False,2025-11-03T00:00:00+00:00,2025-11-18T00:00:00+00:00,15.0,94000.0,108000.0,-0.0002246226044082141,-0.005451516927413191,-0.00036241349719272705,-6.538017276731766,0,0.0
F_downtrend_range2,False,2025-11-18T00:00:00+00:00,2025-12-15T00:00:00+00:00,27.0,80000.0,94000.0,0.0011594309784688811,0.015788044558661563,-0.007891048331871582,0.9570100599265129,9,0.3333333333333333
