timestamp,direction,size,price,level,market_price,cost,commission,slippage,leg,mr_z,trend_score,breakout_risk_down,breakout_risk_up,range_pos,funding_rate,vol_score,proceeds,matched_trades
2024-08-04 03:16:00+00:00,sell,0.09246337206774786,60822.68673059587,22,60833.0,,1.1247741426662314,0.0,,0.6648919205189617,0.9719832479031627,0.0,0.0,0.3452142857142857,0.0,0.18280768471968004,5622.745939188491,1.0
2024-08-04 03:21:00+00:00,buy,0.09240501436749755,60725.525889173194,22,60766.5,5612.465360881347,1.122268618452579,0.0,,0.15782398248036542,0.9496783635935858,0.0,0.0,0.3404642857142857,0.0,0.22608886862143907,,
2024-08-04 03:37:00+00:00,sell,0.09240501436749755,60822.68673059587,22,60802.1,,1.1240642482421028,0.0,,0.42138308793613716,0.3894861174209663,0.0,0.0,0.34300714285714273,0.0,0.129992923136541,5619.197176962272,1.0
2024-08-04 03:41:00+00:00,buy,0.09233563190303258,60725.525889173194,22,60729.8,5608.251231581896,1.1214259611241544,0.0,,-0.1039529567343382,0.17591696156156678,0.0,0.0,0.33784285714285733,0.0,0.07589568661579665,,
2024-08-04 04:42:00+00:00,buy,0.07467680168350345,60628.52025676237,23,60637.4,4528.449492375231,0.9055087967157032,0.0,,-0.8269151456725752,-0.4646439283044829,0.0,0.0,0.3312428571428572,0.0,0.0,,
2024-08-04 05:32:00+00:00,sell,0.07467680168350345,60725.525889173194,23,60730.0,,0.9069576107904482,0.0,,-0.12658553927040883,-0.8519210507934568,0.0,0.0,0.33785714285714286,0.0,0.0,4533.881096341451,1.0
2024-08-04 05:37:00+00:00,sell,0.09233563190303258,60822.68673059587,22,60873.6,,1.123220242661953,0.0,,0.9641633213761212,-0.8059365162777835,0.0,0.0,0.3481142857142856,0.0,0.0,5614.977993067103,1.0
2024-08-04 05:43:00+00:00,sell,0.09298315513598192,60920.00302936483,21,60875.4,,1.1329068185127837,0.0,,0.9605819091346265,-0.6110715792757594,0.0,0.0,0.34824285714285724,0.0,0.11449783731447609,5663.401185745405,1.0
2024-08-04 05:46:00+00:00,buy,0.07554933498315612,60822.68673059587,21,60820.0,4596.03255709223,0.9190227068770704,0.0,,0.45457343812773215,-0.4681697920101207,0.0,0.0,0.3442857142857143,0.0,0.11667102584989053,,
2024-08-04 06:15:00+00:00,buy,0.09244536116731496,60725.525889173194,22,60719.8,5614.915931534331,1.1227586345799503,0.0,,-0.48473791017810924,0.6537677360728056,0.0,0.0,0.3371285714285716,0.0,0.0,,
2024-08-04 06:29:00+00:00,sell,0.09244536116731496,60822.68673059587,22,60815.6,,1.124555048395278,0.0,,0.5521899930919867,0.7970534402201448,0.0,0.0,0.3439714285714285,0.0,0.0,5621.650686927995,1.0
2024-08-04 07:25:00+00:00,buy,0.09246198118458133,60725.525889173194,22,60724.5,5615.925392674976,1.1229604864377078,0.0,,-0.2944711605152706,0.4619942188326073,0.0,0.0,0.3374642857142857,0.0,0.0,,
2024-08-04 07:27:00+00:00,buy,0.09180370324647816,60628.52025676237,23,60610.1,5567.035866461288,1.1131845363849806,0.0,,-1.8186407414988,0.3810190315414332,0.0,0.0,0.32929285714285705,0.0,0.0,,
2024-08-04 07:32:00+00:00,buy,0.09122866766210044,60531.66958542569,24,60536.5,5523.328012354402,1.1044447135281747,0.0,,-2.65013409817241,0.08545752587312627,0.0,0.0,0.32403571428571426,0.0,0.04140808534055115,,
2024-08-04 07:34:00+00:00,buy,0.08715424574251888,60434.97362762149,25,60463.9,5268.217975892968,1.0534329085968743,0.0,,-3.4044682986350567,-0.09652942196132357,0.0,0.0,0.3188500000000001,0.0,0.16473375978382676,,
2024-08-04 07:37:00+00:00,buy,0.07640815119274694,60338.43213620356,26,60425.4,4611.270115005422,0.9220696090792685,0.0,,-3.55858249191645,-0.38190244806912566,0.0,0.0,0.3161000000000001,0.0,0.31222433941745364,,
2024-08-04 07:39:00+00:00,sell,0.07640815119274694,60434.97362762149,26,60449.1,,0.9235449204537954,0.0,,-3.103155656572474,-0.5176816454950209,0.0,0.0,0.31779285714285704,0.0,0.3406915434477231,4616.8010573485235,1.0
2024-08-04 08:32:00+00:00,sell,0.08715424574251888,60531.66958542569,25,60501.0,,1.0551184012506294,0.0,,-0.8143007796938762,-0.9993553390271718,0.0,0.0,0.3215,0.0,0.2729104536219748,5274.536887851897,1.0
2024-08-04 08:36:00+00:00,sell,0.09122866766210044,60628.52025676237,24,60581.9,,1.1062118250698199,0.0,,-0.34838054442053595,-0.9987446785431667,0.0,0.0,0.32727857142857153,0.0,0.27167743529513544,5529.952913524029,1.0
2024-08-04 09:02:00+00:00,buy,0.062052274680977404,60531.66958542569,24,60528.5,3756.879013570603,0.7512255576026001,0.0,,-0.6152736399140345,-0.799558966908549,0.0,0.0,0.3234642857142857,0.0,0.13078840051653504,,
2024-08-04 09:11:00+00:00,sell,0.062052274680977404,60628.52025676237,24,60639.8,,0.7524275184947643,0.0,,0.006300968217046975,-0.27432645628255214,0.0,0.0,0.33141428571428594,0.0,0.05806906444695868,3761.3851649553267,1.0
2024-08-04 09:37:00+00:00,sell,0.09180370324647816,60725.525889173194,23,60694.4,,1.1149656316431966,0.0,,0.3211425547492728,0.8048318901485435,0.0,0.0,0.33531428571428584,0.0,0.0,5573.71319258434,1.0
2024-08-04 10:05:00+00:00,buy,0.0918712127918307,60628.52025676237,23,60627.2,5571.129688899987,1.114003137152567,0.0,,0.029776372333934025,0.8824672296410698,0.0,0.0,0.3305142857142855,0.0,0.0,,
2024-08-04 10:24:00+00:00,sell,0.0918712127918307,60725.525889173194,23,60747.6,,1.115785542172011,0.0,,0.8260855208219383,0.7761858384170537,0.0,0.0,0.3391142857142856,0.0,0.016655750648437936,5577.811925317884,1.0
2024-08-04 10:46:00+00:00,buy,0.09187896529121921,60628.52025676237,23,60627.6,5571.599805470717,1.1140971416658103,0.0,,0.1772873057635354,0.6115522680963991,0.0,0.0,0.330542857142857,0.0,0.02308758646442503,,
2024-08-04 10:50:00+00:00,sell,0.09187896529121921,60725.525889173194,23,60733.7,,1.1158796970924756,0.0,,0.8867438041800522,0.5722139430753063,0.0,0.0,0.33812142857142835,0.0,0.05702161261652769,5578.282605765286,1.0
2024-08-04 10:55:00+00:00,sell,0.09246198118458133,60822.68673059587,22,60823.6,,1.1247572232160081,0.0,,1.502666782033548,0.5831910500811736,0.0,0.0,0.34454285714285704,0.0,0.1051627653274791,5622.661358856824,1.0
2024-08-04 11:22:00+00:00,sell,0.07554933498315612,60920.00302936483,21,60928.9,,0.920493143208074,0.0,,2.059537559308252,0.9258894011156407,0.0,0.0,0.35206428571428583,0.0,0.07866585026994631,4601.545222897162,1.0
2024-08-04 11:31:00+00:00,sell,0.09346367927608776,61017.47503421182,20,60966.9,,1.1405835433668532,0.0,,2.0656828976402095,0.9646772419984013,0.0,0.0,0.35477857142857155,0.0,0.023668115483506967,5701.777133290899,1.0
2024-08-04 11:32:00+00:00,buy,0.09358447659720336,60920.00302936483,20,60888.8,5702.306831122712,1.1402333195606302,0.0,,1.5942576142436808,0.9669099343710695,0.0,0.0,0.34920000000000023,0.0,0.12577348019133175,,
2024-08-04 11:49:00+00:00,buy,0.09304246176467132,60822.68673059587,21,60827.7,5660.224323056959,1.1318185009112096,0.0,,1.0297671068069112,0.9824988474186548,0.0,0.0,0.3448357142857141,0.0,0.025543351363705852,,
2024-08-04 12:00:00+00:00,sell,0.09304246176467132,60920.00302936483,21,60918.7,,1.1336294105126679,0.0,,1.4861144426296615,0.9745031813156073,0.0,0.0,0.3513357142857141,0.0,0.0,5667.013423152825,1.0
2024-08-04 12:06:00+00:00,sell,0.09358447659720336,61017.47503421182,20,61021.9,,1.1420576928719273,0.0,,2.0341004951268267,0.9727660937925537,0.0,0.0,0.35870714285714295,0.0,0.07182951022176046,5709.146406666764,1.0
2024-08-04 12:09:00+00:00,buy,0.09363081879092046,60920.00302936483,20,60906.0,5705.13056233766,1.1407979528769567,0.0,,1.3164053445595025,0.9695931874621886,0.0,0.0,0.3504285714285714,0.0,0.12735372597154826,,
2024-08-04 12:12:00+00:00,buy,0.09304270343981316,60822.68673059587,21,60820.9,5660.239025328268,1.1318214407774982,0.0,,0.7799057134781283,0.9652976821399482,0.0,0.0,0.3443500000000001,0.0,0.11640195263766981,,
2024-08-04 12:20:00+00:00,sell,0.09304270343981316,60920.00302936483,21,60937.1,,1.1336323550827423,0.0,,1.5830570106260438,0.9479233512515473,0.0,0.0,0.3526499999999999,0.0,0.10502045753826109,5667.028143058628,1.0
2024-08-04 12:47:00+00:00,sell,0.09363081879092046,61017.47503421182,20,61014.7,,1.14262322960156,0.0,,1.9155356809316688,0.8630498749708172,0.0,0.0,0.3581928571428569,0.0,0.05694455405391691,5711.973524778198,1.0
2024-08-04 13:08:00+00:00,buy,0.09366719306666019,60920.00302936483,20,60917.9,5707.346926510114,1.1412411370746078,0.0,,0.856967586506369,0.8934116179030924,0.0,0.0,0.35127857142857155,0.0,0.06094011211398161,,
2024-08-04 13:59:00+00:00,buy,0.09305885674489017,60822.68673059587,21,60822.1,5661.221709240114,1.1320179382603708,0.0,,-0.25956405600722354,0.07505154099428124,0.0,0.0,0.3444357142857142,0.0,0.0,,
2024-08-04 14:11:00+00:00,buy,0.07780028999884954,60725.525889173194,22,60675.0,4725.4084172152225,0.944892704902064,0.0,,-1.7704307008553737,-0.3936067272981506,0.0,0.0,0.3339285714285714,0.0,0.15033970341505584,,
2024-08-04 14:12:00+00:00,buy,0.07544843399177174,60628.52025676237,23,60649.1,4575.241773992853,0.9148653817222263,0.0,,-2.0309172371057493,-0.44885494117884783,0.0,0.0,0.33207857142857133,0.0,0.1915686527187385,,
2024-08-04 14:14:00+00:00,buy,0.07039525211894675,60531.66958542569,24,60489.6,4261.994370075151,0.8522284283293644,0.0,,-3.553384593116388,-0.5723800342540795,0.0,0.0,0.3206857142857142,0.0,0.3793906216550188,,
2024-08-04 14:16:00+00:00,buy,0.06689273239645177,60434.97362762149,25,60526.2,4043.469050362756,0.8085321036518209,0.0,,-3.151069476017838,-0.6644456990564788,0.0,0.0,0.3232999999999998,0.0,0.5383625372325577,,
2024-08-04 14:17:00+00:00,sell,0.06689273239645177,60531.66958542569,25,60518.1,,0.809825755017664,0.0,,-3.1725809294921006,-0.7075008727216188,0.0,0.0,0.3227214285714285,0.0,0.5432871061024084,4048.3189493333016,1.0
2024-08-08 21:42:00+00:00,buy,0.09191519081873567,59810.3,31,60436.5,5498.574632453312,1.0994950274851654,0.0,,6.918835838130802,0.809210045441271,0.0,0.0,0.31689285714285714,0.0,0.7812491302012136,,
2024-08-08 21:43:00+00:00,buy,0.09032898606692248,60338.43213620356,26,60342.8,5451.399457610226,1.090061879146216,0.0,,5.710406401539718,0.8652235441717325,0.0,0.0,0.3102000000000002,0.0,0.8440915762363036,,
2024-08-08 21:44:00+00:00,sell,0.07039525211894675,60628.52025676237,24,60522.8,,0.8535919938146914,0.0,,6.3895857531106826,0.9137624578349546,0.0,0.0,0.32305714285714304,0.0,1.0,4267.106377079642,1.0
2024-08-08 21:45:00+00:00,sell,0.09305885674489017,60920.00302936483,21,60595.2,,1.1338291669615874,0.0,,6.2626637254520405,0.9468843801744384,0.0,0.0,0.3282285714285712,0.0,1.0,5668.012005640975,1.0
2024-08-08 21:46:00+00:00,sell,0.07780028999884954,60822.68673059587,22,60760.9,,0.9464045332299075,0.0,,6.568591536570033,0.9709192072646298,0.0,0.0,0.3400642857142858,0.0,1.0,4731.076261616307,1.0
2024-08-08 21:47:00+00:00,sell,0.07544843399177174,60761.0,23,60663.6,,0.9168644595548086,0.0,,5.592801130593008,0.9828617916215578,0.0,0.0,0.3331142857142856,0.0,1.0,4583.405433314488,1.0
2024-08-08 21:48:00+00:00,sell,0.09191519081873567,60664.4,31,60493.7,,1.1151959803808218,0.0,,4.4849795323970625,0.9891920388681649,0.0,0.0,0.3209785714285712,0.0,1.0,5574.864705923727,1.0
2024-08-08 21:49:00+00:00,sell,0.09032898606692248,60493.8,26,60474.8,,1.0928687234670391,0.0,,4.2069215835012255,0.9931443458121187,0.0,0.0,0.31962857142857165,0.0,1.0,5463.250748611728,1.0
2024-08-08 21:50:00+00:00,buy,0.09335996996677604,60474.9,24,60657.9,5647.064034713333,1.1291869695487569,0.0,,4.813323589134307,0.9960351748460022,0.0,0.0,0.332707142857143,0.0,1.0,,
2024-08-08 21:51:00+00:00,buy,0.09230908590007685,60657.8,21,60667.8,5600.385923923823,1.1198532141419362,0.0,,4.617995372684961,0.9977130148388007,0.0,0.0,0.33341428571428594,0.0,1.0,,
2024-08-08 21:52:00+00:00,buy,0.09175413497878517,60666.7,22,60600.8,5567.5338646335695,1.1132841161034932,0.0,,4.149456632329342,0.9985790148607167,0.0,0.0,0.32862857142857166,0.0,1.0,,
2024-08-08 21:53:00+00:00,buy,0.09132804575300148,60600.8,23,60595.0,5535.659545595506,1.1069105270136985,0.0,,3.9697029461014393,0.9990954351637016,0.0,0.0,0.32821428571428574,0.0,1.0,,
2024-08-08 21:56:00+00:00,buy,0.0908190778785429,60434.97362762149,25,60480.0,5489.746306189938,1.0977297152949286,0.0,,3.226254514397237,0.9996951438513323,0.0,0.0,0.32,0.0,1.0,,
2024-08-08 21:58:00+00:00,sell,0.09060076474187398,61212.88715905739,18,61064.0,,1.1091868777337275,0.0,,4.996504519545583,0.9998966978237539,0.0,0.0,0.3617142857142857,0.0,1.0,5544.8252017909035,2.0
2024-08-08 21:59:00+00:00,sell,0.09083952220606695,61310.827778511884,17,61176.0,,1.1138892602916952,0.0,,5.0713248794218915,0.9999522354590576,0.0,0.0,0.3697142857142857,0.0,1.0,5568.332412198184,2.0
2024-08-08 22:00:00+00:00,sell,0.0941050261377259,61187.0,19,60946.1,,1.151600846857807,0.0,,4.137139877189271,0.999974392557755,0.0,0.0,0.353292857142857,0.0,1.0,5756.852633442177,1.0
2024-08-08 22:01:00+00:00,sell,0.09366719306666019,61017.47503421182,20,60835.7,,1.1430671228939273,0.0,,3.6609935693316475,0.9999849071339192,0.0,0.0,0.34540714285714263,0.0,1.0,5714.192547346743,1.0
2024-08-08 22:02:00+00:00,sell,0.09335996996677604,60835.7,24,60802.4,,1.1359238249815593,0.0,,3.453982912577921,0.9999905884750483,0.0,0.0,0.3430285714285715,0.0,1.0,5678.483201082815,1.0
2024-08-08 22:03:00+00:00,sell,0.09175413497878517,60822.68673059587,22,60792.9,,1.1161466016102919,0.0,,3.331011673097121,0.999994083040143,0.0,0.0,0.3423500000000001,0.0,1.0,5579.616861449849,1.0
2024-08-08 22:04:00+00:00,sell,0.09132804575300148,60793.0,23,60816.7,,1.110421177092444,0.0,,3.3089421085262267,0.9999963098563804,0.0,0.0,0.3440499999999998,0.0,1.0,5550.995464285126,1.0
2024-08-08 22:05:00+00:00,sell,0.0908190778785429,60816.8,25,60807.9,,1.1046651391047537,0.0,,3.1988802858055996,0.9999975933692393,0.0,0.0,0.34342142857142866,0.0,1.0,5522.221030384664,1.0
2024-08-08 22:06:00+00:00,buy,0.09447610112469412,60803.4,18,60721.1,5745.617060758652,1.1488936334250452,0.0,,2.8889717572224813,0.999998348943386,0.0,0.0,0.33722142857142845,0.0,1.0,,
2024-08-08 22:07:00+00:00,buy,0.09375971590625487,60720.1,17,60749.5,5694.237945664546,1.1386198651598773,0.0,,2.903468767717483,0.9999988704799923,0.0,0.0,0.33925,0.0,1.0,,
2024-08-08 22:08:00+00:00,buy,0.09362057268611314,60749.6,19,60807.9,5688.549824920789,1.1374824684904599,0.0,,2.9940108693234104,0.9999992421704446,0.0,0.0,0.34342142857142866,0.0,1.0,,
2024-08-08 22:09:00+00:00,buy,0.09320865281216904,60807.9,20,60808.2,5668.956003824961,1.1335644878674187,0.0,,2.9285311333694715,0.9999994906847066,0.0,0.0,0.34344285714285694,0.0,1.0,,
2024-08-08 22:10:00+00:00,sell,0.09230908590007685,60920.00302936483,21,60952.6,,1.124693958534116,0.0,,3.2252230047330372,0.999999683521492,0.0,0.0,0.35375714285714277,0.0,1.0,5622.345098712045,2.0
2024-08-08 22:11:00+00:00,sell,0.09320865281216904,61017.47503421182,20,60986.6,,1.1374713291878085,0.0,,3.2275506041256996,0.9999998044691663,0.0,0.0,0.35618571428571416,0.0,1.0,5686.219174609854,2.0
2024-08-08 22:12:00+00:00,buy,0.09391033277446183,60920.00302936483,20,60859.9,5722.161960660295,1.1442035514217748,0.0,,2.844275233357766,0.999999869494481,0.0,0.0,0.3471357142857144,0.0,1.0,,
2024-08-08 22:13:00+00:00,buy,0.09336622935283496,60822.68673059587,21,60800.1,5679.920676128275,1.1357569838288892,0.0,,2.6437917363152286,0.9999999073656938,0.0,0.0,0.3428642857142856,0.0,1.0,,
2024-08-08 22:14:00+00:00,buy,0.09277697077951379,60725.525889173194,22,60718.1,5635.057127058628,1.126786068198086,0.0,,2.4015959792001595,0.9999999307817454,0.0,0.0,0.3370071428571427,0.0,1.0,,
2024-08-08 22:16:00+00:00,buy,0.09230822630988654,60628.52025676237,23,60692.6,5597.6304709285005,1.1193022337389522,0.0,,2.2687264100628703,0.999999959548433,0.0,0.0,0.3351857142857142,0.0,1.0,,
