timestamp,direction,size,price,level,market_price,cost,commission,slippage,mr_z,trend_score,breakout_risk_down,breakout_risk_up,range_pos,proceeds,matched_trades
2025-07-10 00:28:00+00:00,buy,0.2840231757729353,111164.91852586939,31,111162.0,31579.727876895882,6.314682638851407,0.0,,,0.24535002968640365,0.0,0.0135,,
2025-07-10 00:56:00+00:00,buy,0.2804658717344723,110987.33878381528,32,110924.3,31134.38635563666,6.225632144698393,0.0,,,0.30000000000000004,0.0,0.0,,
2025-07-10 01:20:00+00:00,sell,0.2292327093898662,111164.91852586939,32,111152.0,,5.096527092557754,0.0,,,0.2487188714553045,0.0,0.012666666666666666,25477.53893569621,1.0
2025-07-10 01:54:00+00:00,buy,0.34593280134072785,111330.3,30,111339.5,38520.50511361425,7.702560510620727,0.0,,,0.1856537886374557,0.0,0.028291666666666666,,
2025-07-10 01:55:00+00:00,sell,0.2343927378574759,111342.78239551079,31,111343.9,,5.219587921270589,0.0,,,0.1841764119992224,0.0,0.02865833333333285,26092.720018431675,1.0
2025-07-10 02:26:00+00:00,buy,0.40195853246279273,111470.4,29,111502.9,44815.4396927199,8.961295679408098,0.0,,,0.1308676276581167,0.0,0.041908333333332846,,
2025-07-10 02:27:00+00:00,sell,0.23901683560661846,111520.93084734361,30,111515.3,,5.331075999007319,0.0,,,0.12671660301321788,0.0,0.04294166666666691,26650.048919037585,0.0
2025-07-10 02:29:00+00:00,buy,0.3378716930727248,111342.78239551079,30,111320.0,37627.09831427909,7.523914879879841,0.0,,,0.19220265900107802,0.0,0.02666666666666667,,
2025-07-10 02:45:00+00:00,buy,0.2841111263331028,111164.91852586939,31,111171.5,31589.506849154583,6.316638042222472,0.0,,,0.2421501913709899,0.0,0.014291666666666666,,
2025-07-10 04:09:00+00:00,buy,0.2767006968785626,110987.33878381528,32,110971.8,30716.416040976044,6.142054797235762,0.0,-1.4316328758739687,-0.7443510619985089,0.8210457433989562,0.0,0.0,,
